team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
WASHINGTON WIZARDS,240,36,93,11,27,18,24,21,25,19,5,1,16,29
ATLANTA HAWKS,240,33,68,9,19,39,49,13,33,21,12,7,16,26
HOUSTON ROCKETS,240,37,79,8,16,18,22,10,36,27,6,6,14,23
GOLDEN STATE WARRIORS,240,31,77,10,22,21,26,9,30,23,6,6,13,20
SACRAMENTO KINGS,240,33,75,7,15,23,36,9,27,18,10,1,9,15
LOS ANGELES CLIPPERS,240,38,87,3,17,14,17,11,41,21,4,9,12,24
MILWAUKEE BUCKS,240,33,86,7,16,17,22,12,26,19,8,2,12,22
MEMPHIS GRIZZLIES,240,38,72,7,26,17,26,7,35,24,7,15,15,22
UTAH JAZZ,240,42,86,4,10,15,27,17,29,27,6,7,8,24
MINNESOTA TIMBERWOLVES,240,34,74,1,7,26,35,9,29,26,5,10,13,24
TORONTO RAPTORS,240,31,82,13,35,14,15,13,27,15,4,7,12,24
NEW ORLEANS/OKLAHOMA CITY HORNETS,240,39,79,6,13,11,18,8,35,22,4,6,13,16
INDIANA PACERS,240,37,78,11,24,11,14,9,25,20,7,8,13,23
NEW YORK KNICKS,240,36,82,4,8,22,28,15,26,12,10,3,11,19
DETROIT PISTONS,240,31,68,4,12,21,31,6,24,14,12,5,9,15
ORLANDO MAGIC,240,36,68,1,5,16,21,7,32,15,7,3,15,22
BOSTON CELTICS,240,39,74,9,21,22,32,9,33,21,4,7,17,23
PHILADELPHIA 76ERS,240,38,83,6,16,17,26,9,26,23,8,2,9,26
LOS ANGELES LAKERS,240,37,82,9,24,13,18,8,35,16,7,5,13,15
PHOENIX SUNS,240,45,91,12,26,5,5,8,31,23,5,2,11,15
SEATTLE SUPERSONICS,240,47,84,7,16,20,23,15,27,30,8,2,16,19
PORTLAND TRAIL BLAZERS,240,42,81,4,16,20,27,12,18,26,9,3,15,16
DALLAS MAVERICKS,240,36,70,3,7,17,22,4,30,13,6,8,9,21
SAN ANTONIO SPURS,240,31,82,10,20,14,21,14,26,18,2,6,12,17
