team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
LOS ANGELES LAKERS,240,38,84,7,18,10,15,10,35,27,6,4,10,21
CHICAGO BULLS,240,31,80,2,15,16,20,8,29,18,7,5,10,16
NEW JERSEY NETS,240,40,72,8,14,21,29,5,33,23,6,4,13,25
CLEVELAND CAVALIERS,240,34,79,8,23,24,30,10,28,17,5,6,13,21
DETROIT PISTONS,240,40,78,5,17,21,26,7,29,22,6,3,10,21
GOLDEN STATE WARRIORS,240,37,82,4,18,25,27,10,27,19,8,6,10,20
DALLAS MAVERICKS,240,33,75,3,7,21,28,14,36,17,5,11,16,30
MEMPHIS GRIZZLIES,240,24,70,5,16,30,45,14,24,15,8,8,12,26
DENVER NUGGETS,240,33,81,3,12,31,35,12,33,17,5,3,14,27
MIAMI HEAT,240,32,76,6,18,22,29,11,30,18,7,5,16,25
CHARLOTTE BOBCATS,240,47,90,10,21,11,19,10,28,34,11,5,16,25
PHILADELPHIA 76ERS,240,43,91,9,14,24,30,15,31,30,11,9,17,15
NEW YORK KNICKS,240,34,78,3,10,10,15,9,36,9,5,3,23,20
PHOENIX SUNS,240,35,84,8,28,7,8,7,31,20,6,2,15,16
NEW ORLEANS/OKLAHOMA CITY HORNETS,265,35,72,4,9,21,25,6,29,13,7,3,15,26
PORTLAND TRAIL BLAZERS,265,40,82,6,10,12,25,13,28,18,3,4,15,27
BOSTON CELTICS,240,34,74,2,8,19,22,7,26,17,4,4,14,22
SAN ANTONIO SPURS,240,38,77,4,11,21,27,15,29,21,9,11,14,19
SEATTLE SUPERSONICS,240,40,84,10,24,16,21,17,29,26,13,5,15,27
UTAH JAZZ,240,32,73,3,15,23,35,14,24,20,8,7,17,20
