team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
MIAMI HEAT,240,40,72,15,26,13,18,6,34,23,6,6,13,25,away,win,108.0,ATLANTA HAWKS,93.0
ATLANTA HAWKS,240,34,77,6,20,19,30,13,20,18,5,4,11,21,home,loss,93.0,MIAMI HEAT,108.0
NEW ORLEANS HORNETS,240,34,74,9,16,16,20,11,32,18,1,4,15,20,away,loss,93.0,DENVER NUGGETS,108.0
DENVER NUGGETS,240,43,86,9,16,13,21,12,24,26,8,4,5,20,home,win,108.0,NEW ORLEANS HORNETS,93.0
PHILADELPHIA 76ERS,240,35,75,5,16,12,18,9,28,18,8,2,16,25,away,loss,87.0,ORLANDO MAGIC,96.0
ORLANDO MAGIC,240,34,79,6,23,22,30,14,30,14,9,7,13,16,home,win,96.0,PHILADELPHIA 76ERS,87.0
