team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
ATLANTA HAWKS,240,29,83,8,18,19,24,18,16,17,9,4,13,22,2009-05-07,away,loss,85.0,CLEVELAND CAVALIERS,105.0,0.25892857142857145,0.3076923076923077,34
CLEVELAND CAVALIERS,240,38,71,6,19,23,30,10,33,19,7,11,17,22,2009-05-07,home,win,105.0,ATLANTA HAWKS,85.0,0.3486238532110092,0.24,43
