team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
ORLANDO MAGIC,240,35,81,9,27,16,21,7,33,20,10,6,12,18,away,win,95.0,BOSTON CELTICS,90.0
BOSTON CELTICS,240,30,78,8,23,22,26,10,37,23,8,4,14,21,home,loss,90.0,ORLANDO MAGIC,95.0
HOUSTON ROCKETS,240,35,73,5,18,25,29,6,29,16,8,3,16,14,away,win,100.0,LOS ANGELES LAKERS,92.0
LOS ANGELES LAKERS,240,39,88,2,18,12,19,12,27,18,11,4,13,26,home,loss,92.0,HOUSTON ROCKETS,100.0
