team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
CLEVELAND CAVALIERS,240,29,78,5,26,26,35,11,31,17,7,3,15,34,2009-05-24,away,loss,89.0,ORLANDO MAGIC,99.0,0.27102803738317754,0.16129032258064516,42
ORLANDO MAGIC,240,27,63,6,17,39,51,8,32,16,9,4,13,24,2009-05-24,home,win,99.0,CLEVELAND CAVALIERS,89.0,0.3,0.2608695652173913,40
