team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
CLEVELAND CAVALIERS,240,29,68,3,15,24,33,8,33,16,8,2,21,26,2008-10-28,away,loss,85.0,BOSTON CELTICS,90.0,0.29896907216494845,0.16666666666666666,41
BOSTON CELTICS,240,33,74,3,14,21,34,10,26,16,10,0,16,28,2008-10-28,home,win,90.0,CLEVELAND CAVALIERS,85.0,0.308411214953271,0.17647058823529413,36
MILWAUKEE BUCKS,240,37,78,6,14,15,20,13,19,21,5,3,19,30,2008-10-28,away,loss,95.0,CHICAGO BULLS,108.0,0.3217391304347826,0.3,32
CHICAGO BULLS,240,35,69,5,12,33,44,14,26,27,9,6,18,18,2008-10-28,home,win,108.0,MILWAUKEE BUCKS,95.0,0.33653846153846156,0.29411764705882354,40
PORTLAND TRAIL BLAZERS,240,29,84,10,24,8,14,13,31,19,8,3,12,17,2008-10-28,away,loss,76.0,LOS ANGELES LAKERS,96.0,0.25663716814159293,0.29411764705882354,44
LOS ANGELES LAKERS,240,37,79,7,10,15,18,9,40,19,8,7,15,17,2008-10-28,home,win,96.0,PORTLAND TRAIL BLAZERS,76.0,0.31896551724137934,0.4117647058823529,49
