team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
LOS ANGELES LAKERS,240,33,72,6,19,31,45,8,35,15,7,7,12,24,away,win,103.0,DENVER NUGGETS,97.0
DENVER NUGGETS,240,33,84,5,27,26,31,11,32,21,10,5,11,31,home,loss,97.0,LOS ANGELES LAKERS,103.0
