team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
CHICAGO BULLS,240,30,77,7,24,32,36,7,33,17,10,7,14,29,2009-05-02,away,loss,99.0,BOSTON CELTICS,109.0,0.2803738317757009,0.22580645161290322,40
BOSTON CELTICS,240,35,78,9,17,30,39,12,33,25,7,7,12,23,2009-05-02,home,win,109.0,CHICAGO BULLS,99.0,0.30973451327433627,0.34615384615384615,45
