team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
PHILADELPHIA 76ERS,240,35,83,7,21,21,28,12,22,18,7,9,6,24,2009-04-07,away,loss,98.0,CHARLOTTE BOBCATS,101.0,0.2966101694915254,0.25,34
CHARLOTTE BOBCATS,240,34,74,8,26,25,32,13,29,24,4,9,12,18,2009-04-07,home,win,101.0,PHILADELPHIA 76ERS,98.0,0.3148148148148148,0.23529411764705882,42
NEW YORK KNICKS,240,41,81,13,23,8,14,10,30,26,9,6,18,21,2009-04-07,away,loss,103.0,CHICAGO BULLS,110.0,0.3360655737704918,0.3611111111111111,40
CHICAGO BULLS,240,39,90,7,16,25,30,18,27,23,12,4,13,14,2009-04-07,home,win,110.0,NEW YORK KNICKS,103.0,0.3023255813953488,0.30434782608695654,45
ORLANDO MAGIC,240,30,79,10,28,13,21,10,35,14,2,7,9,19,2009-04-07,away,loss,83.0,HOUSTON ROCKETS,93.0,0.27522935779816515,0.2631578947368421,45
HOUSTON ROCKETS,240,36,82,6,13,15,23,12,40,15,7,5,6,15,2009-04-07,home,win,93.0,ORLANDO MAGIC,83.0,0.3050847457627119,0.3157894736842105,52
MINNESOTA TIMBERWOLVES,240,38,81,4,11,7,11,20,42,19,2,5,15,20,2009-04-07,away,win,87.0,LOS ANGELES CLIPPERS,77.0,0.31932773109243695,0.26666666666666666,62
LOS ANGELES CLIPPERS,240,29,81,9,31,10,18,11,23,19,11,6,6,15,2009-04-07,home,loss,77.0,MINNESOTA TIMBERWOLVES,87.0,0.2636363636363636,0.225,34
PORTLAND TRAIL BLAZERS,240,35,71,6,14,20,28,13,25,14,8,4,16,18,2009-04-07,away,win,96.0,MEMPHIS GRIZZLIES,93.0,0.330188679245283,0.3,38
MEMPHIS GRIZZLIES,240,36,69,9,14,12,14,4,19,20,6,6,13,24,2009-04-07,home,loss,93.0,PORTLAND TRAIL BLAZERS,96.0,0.34285714285714286,0.391304347826087,23
NEW ORLEANS HORNETS,265,37,87,6,17,13,16,8,29,15,13,3,12,21,2009-04-07,away,win,93.0,MIAMI HEAT,87.0,0.29838709677419356,0.2608695652173913,37
MIAMI HEAT,265,31,79,7,23,18,22,11,37,12,7,4,17,19,2009-04-07,home,loss,87.0,NEW ORLEANS HORNETS,93.0,0.2818181818181818,0.23333333333333334,48
SAN ANTONIO SPURS,240,39,82,6,15,15,21,11,32,16,7,7,9,13,2009-04-07,away,win,99.0,OKLAHOMA CITY THUNDER,89.0,0.32231404958677684,0.2857142857142857,43
OKLAHOMA CITY THUNDER,240,34,75,6,9,15,21,9,33,18,6,3,11,18,2009-04-07,home,loss,89.0,SAN ANTONIO SPURS,99.0,0.3119266055045872,0.4,42
LOS ANGELES LAKERS,240,47,92,6,19,22,29,12,38,21,11,4,6,15,2009-04-07,away,win,122.0,SACRAMENTO KINGS,104.0,0.3381294964028777,0.24,50
SACRAMENTO KINGS,240,42,95,7,30,13,17,13,32,19,4,7,13,19,2009-04-07,home,loss,104.0,LOS ANGELES LAKERS,122.0,0.30656934306569344,0.1891891891891892,45
ATLANTA HAWKS,240,42,83,11,22,23,28,11,26,24,7,4,7,20,2009-04-07,away,win,118.0,TORONTO RAPTORS,110.0,0.336,0.3333333333333333,37
TORONTO RAPTORS,240,43,80,6,13,18,23,8,25,27,4,7,11,20,2009-04-07,home,loss,110.0,ATLANTA HAWKS,118.0,0.34959349593495936,0.3157894736842105,33
