team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
WASHINGTON WIZARDS,240,35,76,4,13,12,16,7,30,14,10,6,14,12,2009-01-09,away,loss,86.0,CHICAGO BULLS,98.0,0.3153153153153153,0.23529411764705882,37
CHICAGO BULLS,240,38,78,9,19,13,15,9,32,29,8,5,14,15,2009-01-09,home,win,98.0,WASHINGTON WIZARDS,86.0,0.3275862068965517,0.32142857142857145,41
BOSTON CELTICS,240,33,80,5,19,12,17,15,27,25,8,2,15,22,2009-01-09,away,loss,83.0,CLEVELAND CAVALIERS,98.0,0.2920353982300885,0.20833333333333334,42
CLEVELAND CAVALIERS,240,33,65,8,16,24,33,4,26,15,14,7,11,16,2009-01-09,home,win,98.0,BOSTON CELTICS,83.0,0.336734693877551,0.3333333333333333,30
DETROIT PISTONS,240,31,73,4,20,27,40,14,32,12,5,4,10,22,2009-01-09,away,win,93.0,DENVER NUGGETS,90.0,0.2980769230769231,0.16666666666666666,46
DENVER NUGGETS,240,30,72,2,13,28,34,7,31,12,8,2,10,25,2009-01-09,home,loss,90.0,DETROIT PISTONS,93.0,0.29411764705882354,0.13333333333333333,38
INDIANA PACERS,240,41,84,11,31,26,30,11,23,30,9,3,13,27,2009-01-09,away,loss,119.0,LOS ANGELES LAKERS,121.0,0.328,0.2619047619047619,34
LOS ANGELES LAKERS,240,44,78,5,16,28,37,8,26,28,7,2,13,21,2009-01-09,home,win,121.0,INDIANA PACERS,119.0,0.36065573770491804,0.23809523809523808,34
NEW JERSEY NETS,240,38,72,16,30,10,15,9,26,30,2,2,16,20,2009-01-09,away,loss,102.0,MILWAUKEE BUCKS,104.0,0.34545454545454546,0.34782608695652173,35
MILWAUKEE BUCKS,240,39,79,10,23,16,21,13,23,25,7,2,11,20,2009-01-09,home,win,104.0,NEW JERSEY NETS,102.0,0.3305084745762712,0.30303030303030304,36
LOS ANGELES CLIPPERS,240,33,70,7,20,7,12,6,29,17,1,3,16,17,2009-01-09,away,loss,80.0,NEW ORLEANS HORNETS,107.0,0.32038834951456313,0.25925925925925924,35
NEW ORLEANS HORNETS,240,40,78,11,21,16,22,9,29,25,9,2,8,15,2009-01-09,home,win,107.0,LOS ANGELES CLIPPERS,80.0,0.3389830508474576,0.34375,38
HOUSTON ROCKETS,240,34,74,5,20,25,31,5,26,14,14,4,16,17,2009-01-09,away,win,98.0,OKLAHOMA CITY THUNDER,96.0,0.3148148148148148,0.2,31
OKLAHOMA CITY THUNDER,240,39,81,4,8,14,16,12,32,20,6,4,21,25,2009-01-09,home,loss,96.0,HOUSTON ROCKETS,98.0,0.325,0.3333333333333333,44
ATLANTA HAWKS,240,28,80,8,20,23,33,10,28,16,5,1,10,25,2009-01-09,away,loss,87.0,ORLANDO MAGIC,121.0,0.25925925925925924,0.2857142857142857,38
ORLANDO MAGIC,240,40,82,16,28,25,32,14,40,28,6,5,11,22,2009-01-09,home,win,121.0,ATLANTA HAWKS,87.0,0.32786885245901637,0.36363636363636365,54
CHARLOTTE BOBCATS,240,35,72,5,16,12,18,13,24,26,5,2,15,20,2009-01-09,away,loss,87.0,PHILADELPHIA 76ERS,93.0,0.32710280373831774,0.23809523809523808,37
PHILADELPHIA 76ERS,240,37,77,3,8,16,20,15,23,19,6,7,13,20,2009-01-09,home,win,93.0,CHARLOTTE BOBCATS,87.0,0.32456140350877194,0.2727272727272727,38
DALLAS MAVERICKS,240,37,85,9,20,17,20,15,17,17,6,3,11,15,2009-01-09,away,loss,100.0,PHOENIX SUNS,128.0,0.30327868852459017,0.3103448275862069,32
PHOENIX SUNS,240,52,83,5,10,19,22,11,32,27,7,6,11,18,2009-01-09,home,win,128.0,DALLAS MAVERICKS,100.0,0.3851851851851852,0.3333333333333333,43
MIAMI HEAT,265,40,89,7,18,32,43,13,36,19,11,4,13,30,2009-01-09,away,win,119.0,SACRAMENTO KINGS,115.0,0.31007751937984496,0.28,49
SACRAMENTO KINGS,265,37,89,8,22,33,41,10,36,23,6,1,19,29,2009-01-09,home,loss,115.0,MIAMI HEAT,119.0,0.29365079365079366,0.26666666666666666,46
MEMPHIS GRIZZLIES,240,31,73,3,10,17,25,8,25,16,7,4,14,20,2009-01-09,away,loss,82.0,TORONTO RAPTORS,103.0,0.2980769230769231,0.23076923076923078,33
TORONTO RAPTORS,240,40,72,4,10,19,24,7,31,25,7,6,13,18,2009-01-09,home,win,103.0,MEMPHIS GRIZZLIES,82.0,0.35714285714285715,0.2857142857142857,38
