team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
GOLDEN STATE WARRIORS,240,35,77,10,18,30,36,11,32,18,5,5,13,23,away,win,110.0,CHARLOTTE BOBCATS,103.0
CHARLOTTE BOBCATS,240,38,81,11,19,16,23,12,27,26,6,10,18,27,home,loss,103.0,GOLDEN STATE WARRIORS,110.0
UTAH JAZZ,240,38,79,2,11,20,22,12,21,21,9,5,20,19,away,loss,98.0,CHICAGO BULLS,106.0
CHICAGO BULLS,240,41,89,7,16,17,24,17,25,16,11,3,17,24,home,win,106.0,UTAH JAZZ,98.0
LOS ANGELES CLIPPERS,240,28,81,5,14,24,31,10,30,18,5,2,16,25,away,loss,85.0,MILWAUKEE BUCKS,119.0
MILWAUKEE BUCKS,240,46,89,5,13,22,29,10,41,32,9,6,10,24,home,win,119.0,LOS ANGELES CLIPPERS,85.0
HOUSTON ROCKETS,240,39,74,12,23,19,21,5,36,26,6,4,12,22,away,win,109.0,MINNESOTA TIMBERWOLVES,102.0
MINNESOTA TIMBERWOLVES,240,40,89,5,13,17,27,12,28,18,6,3,10,15,home,loss,102.0,HOUSTON ROCKETS,109.0
MIAMI HEAT,240,39,76,6,15,22,30,11,24,21,6,6,13,22,away,win,106.0,NEW JERSEY NETS,103.0
NEW JERSEY NETS,240,35,74,5,19,28,31,13,27,20,9,11,16,21,home,loss,103.0,MIAMI HEAT,106.0
SACRAMENTO KINGS,240,33,70,9,21,15,17,7,34,21,2,2,17,28,away,loss,90.0,NEW ORLEANS HORNETS,99.0
NEW ORLEANS HORNETS,240,36,79,5,17,22,28,9,27,15,11,4,6,14,home,win,99.0,SACRAMENTO KINGS,90.0
LOS ANGELES LAKERS,240,36,87,7,21,24,25,10,30,14,8,2,9,30,away,loss,103.0,ORLANDO MAGIC,106.0
ORLANDO MAGIC,240,35,72,12,30,24,39,11,29,20,6,5,15,27,home,win,106.0,LOS ANGELES LAKERS,103.0
INDIANA PACERS,240,36,83,6,16,17,18,12,27,18,8,4,14,22,away,win,95.0,PHILADELPHIA 76ERS,94.0
PHILADELPHIA 76ERS,240,35,80,0,8,24,27,13,32,24,7,9,16,19,home,loss,94.0,INDIANA PACERS,95.0
DENVER NUGGETS,240,37,80,11,23,16,23,11,28,15,8,5,21,20,away,loss,101.0,PHOENIX SUNS,108.0
PHOENIX SUNS,240,38,77,9,18,23,28,10,29,26,7,5,16,18,home,win,108.0,DENVER NUGGETS,101.0
TORONTO RAPTORS,240,40,88,4,12,13,15,8,30,13,5,1,4,14,away,loss,97.0,SAN ANTONIO SPURS,107.0
SAN ANTONIO SPURS,240,42,86,16,35,7,13,12,36,26,1,8,10,16,home,win,107.0,TORONTO RAPTORS,97.0
