team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
NEW ORLEANS HORNETS,240,35,81,0,11,9,13,19,24,10,3,5,13,13,away,loss,79.0,CHICAGO BULLS,97.0
CHICAGO BULLS,240,40,85,10,25,7,11,14,25,25,6,3,7,17,home,win,97.0,NEW ORLEANS HORNETS,79.0
LOS ANGELES CLIPPERS,240,30,77,9,17,25,36,5,25,23,14,5,14,27,away,loss,94.0,DENVER NUGGETS,107.0
DENVER NUGGETS,240,36,78,4,8,31,41,17,39,24,9,9,22,22,home,win,107.0,LOS ANGELES CLIPPERS,94.0
SAN ANTONIO SPURS,240,34,81,6,9,14,17,7,34,17,7,4,10,18,away,win,88.0,HOUSTON ROCKETS,85.0
HOUSTON ROCKETS,240,33,79,7,17,12,18,7,38,14,6,3,11,16,home,loss,85.0,SAN ANTONIO SPURS,88.0
UTAH JAZZ,315,49,101,9,20,22,28,11,39,34,4,4,20,31,away,loss,129.0,MIAMI HEAT,140.0
MIAMI HEAT,315,48,104,9,27,35,39,11,37,21,13,9,11,21,home,win,140.0,UTAH JAZZ,129.0
CHARLOTTE BOBCATS,240,38,76,6,21,18,24,10,27,15,6,0,12,17,away,loss,100.0,MINNESOTA TIMBERWOLVES,108.0
MINNESOTA TIMBERWOLVES,240,43,81,10,22,12,13,8,27,28,7,5,9,19,home,win,108.0,CHARLOTTE BOBCATS,100.0
OKLAHOMA CITY THUNDER,240,37,80,3,12,18,20,12,26,18,8,3,21,24,away,loss,95.0,PHOENIX SUNS,106.0
PHOENIX SUNS,240,39,80,8,20,20,28,16,25,19,10,4,16,19,home,win,106.0,OKLAHOMA CITY THUNDER,95.0
