team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
NEW JERSEY NETS,240,38,83,9,29,14,18,9,33,20,6,5,6,23,2009-01-24,away,win,99.0,MEMPHIS GRIZZLIES,88.0,0.3140495867768595,0.23684210526315788,42
MEMPHIS GRIZZLIES,240,30,70,6,14,22,30,9,32,17,5,3,11,20,2009-01-24,home,loss,88.0,NEW JERSEY NETS,99.0,0.3,0.3,41
ORLANDO MAGIC,240,33,69,9,25,22,28,5,36,17,1,4,14,24,2009-01-24,away,loss,97.0,MIAMI HEAT,103.0,0.3235294117647059,0.2647058823529412,41
MIAMI HEAT,240,37,78,5,14,24,32,6,30,16,3,1,4,21,2009-01-24,home,win,103.0,ORLANDO MAGIC,97.0,0.3217391304347826,0.2631578947368421,36
SACRAMENTO KINGS,240,35,77,7,20,27,30,10,25,23,7,1,12,23,2009-01-24,away,loss,104.0,MILWAUKEE BUCKS,106.0,0.3125,0.25925925925925924,35
MILWAUKEE BUCKS,240,40,87,3,12,23,32,18,31,26,7,5,12,23,2009-01-24,home,win,106.0,SACRAMENTO KINGS,104.0,0.31496062992125984,0.2,49
NEW YORK KNICKS,240,39,80,15,32,17,22,10,23,25,7,0,15,26,2009-01-24,away,loss,110.0,PHILADELPHIA 76ERS,116.0,0.3277310924369748,0.3191489361702128,33
PHILADELPHIA 76ERS,240,42,78,6,15,26,32,12,29,22,10,8,12,16,2009-01-24,home,win,116.0,NEW YORK KNICKS,110.0,0.35,0.2857142857142857,41
WASHINGTON WIZARDS,240,32,67,10,16,13,17,8,30,22,4,4,26,24,2009-01-24,away,loss,87.0,PORTLAND TRAIL BLAZERS,100.0,0.32323232323232326,0.38461538461538464,38
PORTLAND TRAIL BLAZERS,240,35,80,7,17,23,31,15,25,20,21,6,10,22,2009-01-24,home,win,100.0,WASHINGTON WIZARDS,87.0,0.30434782608695654,0.2916666666666667,40
CLEVELAND CAVALIERS,240,40,79,10,27,12,20,9,30,23,5,4,11,22,2009-01-24,away,win,102.0,UTAH JAZZ,97.0,0.33613445378151263,0.2702702702702703,39
UTAH JAZZ,240,40,84,3,14,14,21,14,29,28,3,4,10,19,2009-01-24,home,loss,97.0,CLEVELAND CAVALIERS,102.0,0.3225806451612903,0.17647058823529413,43
