team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
BOSTON CELTICS,240,34,77,2,13,18,22,12,33,14,9,7,13,22,2008-12-17,away,win,88.0,ATLANTA HAWKS,85.0,0.3063063063063063,0.13333333333333333,45
ATLANTA HAWKS,240,29,79,7,24,20,27,15,26,18,6,6,14,20,2008-12-17,home,loss,85.0,BOSTON CELTICS,88.0,0.26851851851851855,0.22580645161290322,41
LOS ANGELES CLIPPERS,265,41,96,4,18,23,30,20,35,24,4,8,15,24,2008-12-17,away,loss,109.0,CHICAGO BULLS,115.0,0.29927007299270075,0.18181818181818182,55
CHICAGO BULLS,265,41,91,7,17,26,33,9,30,23,7,8,9,21,2008-12-17,home,win,115.0,LOS ANGELES CLIPPERS,109.0,0.3106060606060606,0.2916666666666667,39
WASHINGTON WIZARDS,240,26,78,4,13,18,27,13,30,13,4,2,12,20,2008-12-17,away,loss,74.0,DETROIT PISTONS,88.0,0.25,0.23529411764705882,43
DETROIT PISTONS,240,35,73,3,12,15,21,8,33,21,7,7,12,19,2008-12-17,home,win,88.0,WASHINGTON WIZARDS,74.0,0.32407407407407407,0.2,41
GOLDEN STATE WARRIORS,240,45,100,12,28,18,23,13,36,20,6,11,16,19,2008-12-17,away,loss,120.0,INDIANA PACERS,127.0,0.3103448275862069,0.3,49
INDIANA PACERS,240,47,106,6,17,27,29,20,37,19,12,6,12,18,2008-12-17,home,win,127.0,GOLDEN STATE WARRIORS,120.0,0.30718954248366015,0.2608695652173913,57
CLEVELAND CAVALIERS,240,40,75,4,17,9,14,7,37,16,8,6,10,18,2008-12-17,away,win,93.0,MINNESOTA TIMBERWOLVES,70.0,0.34782608695652173,0.19047619047619047,44
MINNESOTA TIMBERWOLVES,240,29,71,1,14,11,15,7,29,11,6,3,13,16,2008-12-17,home,loss,70.0,CLEVELAND CAVALIERS,93.0,0.29,0.06666666666666667,36
UTAH JAZZ,240,35,78,4,9,29,35,16,37,22,8,9,15,21,2008-12-17,away,win,103.0,NEW JERSEY NETS,92.0,0.30973451327433627,0.3076923076923077,53
NEW JERSEY NETS,240,35,85,4,22,18,22,11,25,19,7,5,14,25,2008-12-17,home,loss,92.0,UTAH JAZZ,103.0,0.2916666666666667,0.15384615384615385,36
SAN ANTONIO SPURS,240,31,80,9,26,12,15,11,28,17,8,4,12,19,2008-12-17,away,loss,83.0,NEW ORLEANS HORNETS,90.0,0.27927927927927926,0.2571428571428571,39
NEW ORLEANS HORNETS,240,35,81,7,17,13,16,14,34,17,8,8,15,16,2008-12-17,home,win,90.0,SAN ANTONIO SPURS,83.0,0.3017241379310345,0.2916666666666667,48
MILWAUKEE BUCKS,240,32,74,2,15,22,28,10,31,17,8,2,15,24,2008-12-17,away,loss,88.0,PHILADELPHIA 76ERS,93.0,0.3018867924528302,0.11764705882352941,41
PHILADELPHIA 76ERS,240,36,78,4,8,17,27,15,30,16,9,1,16,23,2008-12-17,home,win,93.0,MILWAUKEE BUCKS,88.0,0.3157894736842105,0.3333333333333333,45
DALLAS MAVERICKS,240,39,78,9,23,9,10,8,39,21,2,4,13,16,2008-12-17,away,win,96.0,TORONTO RAPTORS,86.0,0.3333333333333333,0.28125,47
TORONTO RAPTORS,240,36,84,4,11,10,13,7,30,17,7,4,6,14,2008-12-17,home,loss,86.0,DALLAS MAVERICKS,96.0,0.3,0.26666666666666666,37
