team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
MILWAUKEE BUCKS,240,37,88,7,18,15,21,7,18,21,12,3,12,28,2009-02-25,away,loss,96.0,DALLAS MAVERICKS,116.0,0.296,0.28,25
DALLAS MAVERICKS,240,39,73,8,16,30,32,13,38,23,9,11,22,18,2009-02-25,home,win,116.0,MILWAUKEE BUCKS,96.0,0.3482142857142857,0.3333333333333333,51
ATLANTA HAWKS,240,40,80,5,17,24,26,12,22,19,11,4,14,25,2009-02-25,away,loss,109.0,DENVER NUGGETS,110.0,0.3333333333333333,0.22727272727272727,34
DENVER NUGGETS,240,39,77,10,18,22,30,17,26,19,7,5,17,19,2009-02-25,home,win,110.0,ATLANTA HAWKS,109.0,0.33620689655172414,0.35714285714285715,43
MEMPHIS GRIZZLIES,240,39,79,3,9,18,23,7,27,18,12,3,16,22,2009-02-25,away,loss,99.0,INDIANA PACERS,104.0,0.3305084745762712,0.25,34
INDIANA PACERS,240,38,81,11,23,17,20,12,28,16,6,10,20,19,2009-02-25,home,win,104.0,MEMPHIS GRIZZLIES,99.0,0.31932773109243695,0.3235294117647059,40
BOSTON CELTICS,240,31,66,7,16,22,32,9,32,20,7,5,20,23,2009-02-25,away,loss,91.0,LOS ANGELES CLIPPERS,93.0,0.31958762886597936,0.30434782608695654,41
LOS ANGELES CLIPPERS,240,37,83,5,22,14,22,13,26,19,6,6,11,21,2009-02-25,home,win,93.0,BOSTON CELTICS,91.0,0.30833333333333335,0.18518518518518517,39
UTAH JAZZ,240,41,77,5,13,33,38,8,28,28,12,6,11,21,2009-02-25,away,win,120.0,MINNESOTA TIMBERWOLVES,103.0,0.3474576271186441,0.2777777777777778,36
MINNESOTA TIMBERWOLVES,240,38,82,3,18,24,28,12,28,21,4,3,14,27,2009-02-25,home,loss,103.0,UTAH JAZZ,120.0,0.31666666666666665,0.14285714285714285,40
CHICAGO BULLS,240,35,83,7,14,22,26,15,29,19,5,4,11,20,2009-02-25,away,loss,99.0,NEW JERSEY NETS,111.0,0.2966101694915254,0.3333333333333333,44
NEW JERSEY NETS,240,39,83,8,24,25,25,11,33,24,6,4,7,20,2009-02-25,home,win,111.0,CHICAGO BULLS,99.0,0.319672131147541,0.25,44
DETROIT PISTONS,240,35,82,7,17,10,12,8,30,22,4,0,7,20,2009-02-25,away,loss,87.0,NEW ORLEANS HORNETS,90.0,0.29914529914529914,0.2916666666666667,38
NEW ORLEANS HORNETS,240,34,80,4,14,18,25,17,34,19,3,5,9,16,2009-02-25,home,win,90.0,DETROIT PISTONS,87.0,0.2982456140350877,0.2222222222222222,51
ORLANDO MAGIC,240,39,76,7,23,29,38,8,38,15,6,6,14,21,2009-02-25,away,win,114.0,NEW YORK KNICKS,109.0,0.3391304347826087,0.23333333333333334,46
NEW YORK KNICKS,240,41,99,13,29,14,19,15,27,21,4,2,11,30,2009-02-25,home,loss,109.0,ORLANDO MAGIC,114.0,0.29285714285714287,0.30952380952380953,42
CHARLOTTE BOBCATS,240,36,74,9,17,17,22,8,30,20,4,5,16,19,2009-02-25,away,win,98.0,SACRAMENTO KINGS,91.0,0.32727272727272727,0.34615384615384615,38
SACRAMENTO KINGS,240,31,78,6,20,23,28,14,28,14,10,7,15,22,2009-02-25,home,loss,91.0,CHARLOTTE BOBCATS,98.0,0.28440366972477066,0.23076923076923078,42
PORTLAND TRAIL BLAZERS,240,32,85,5,17,15,17,13,30,12,5,2,6,13,2009-02-25,away,loss,84.0,SAN ANTONIO SPURS,99.0,0.27350427350427353,0.22727272727272727,43
SAN ANTONIO SPURS,240,42,78,9,21,6,8,5,36,20,3,3,6,14,2009-02-25,home,win,99.0,PORTLAND TRAIL BLAZERS,84.0,0.35,0.3,41
PHILADELPHIA 76ERS,240,39,78,6,13,22,31,13,27,24,10,5,19,17,2009-02-25,away,win,106.0,WASHINGTON WIZARDS,98.0,0.3333333333333333,0.3157894736842105,40
WASHINGTON WIZARDS,240,38,80,6,17,16,18,12,26,18,12,6,21,21,2009-02-25,home,loss,98.0,PHILADELPHIA 76ERS,106.0,0.3220338983050847,0.2608695652173913,38
