team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
GOLDEN STATE WARRIORS,240,36,90,5,21,11,13,10,31,13,6,6,14,21,away,loss,88.0,CHICAGO BULLS,110.0
CHICAGO BULLS,240,39,86,5,8,27,32,17,37,19,7,7,12,16,home,win,110.0,GOLDEN STATE WARRIORS,88.0
MILWAUKEE BUCKS,240,28,75,4,18,13,14,8,33,19,7,3,18,23,away,loss,73.0,CLEVELAND CAVALIERS,91.0
CLEVELAND CAVALIERS,240,31,74,9,17,20,29,9,32,20,14,2,12,20,home,win,91.0,MILWAUKEE BUCKS,73.0
SAN ANTONIO SPURS,240,39,85,7,19,17,22,13,25,16,4,2,6,22,away,loss,102.0,DALLAS MAVERICKS,107.0
DALLAS MAVERICKS,240,37,69,9,19,24,27,6,29,25,3,9,9,19,home,win,107.0,SAN ANTONIO SPURS,102.0
MEMPHIS GRIZZLIES,240,46,82,7,13,19,23,9,25,30,10,5,12,23,away,win,118.0,LOS ANGELES CLIPPERS,95.0
LOS ANGELES CLIPPERS,240,35,73,6,20,19,33,10,25,23,5,9,18,18,home,loss,95.0,MEMPHIS GRIZZLIES,118.0
PHOENIX SUNS,240,48,86,14,28,19,29,8,22,23,5,2,15,24,away,loss,129.0,MIAMI HEAT,135.0
MIAMI HEAT,240,48,84,13,23,26,29,10,30,32,10,5,13,22,home,win,135.0,PHOENIX SUNS,129.0
BOSTON CELTICS,240,41,67,8,13,25,30,8,31,26,8,1,19,25,away,win,115.0,NEW JERSEY NETS,111.0
NEW JERSEY NETS,240,38,77,13,30,22,24,6,20,25,7,1,14,26,home,loss,111.0,BOSTON CELTICS,115.0
ATLANTA HAWKS,240,43,83,6,25,13,18,10,33,21,4,3,14,15,away,loss,105.0,NEW YORK KNICKS,109.0
NEW YORK KNICKS,240,40,86,9,22,20,25,11,27,14,12,2,8,20,home,win,109.0,ATLANTA HAWKS,105.0
WASHINGTON WIZARDS,240,30,75,3,9,20,25,10,20,14,5,2,10,15,away,loss,83.0,OKLAHOMA CITY THUNDER,88.0
OKLAHOMA CITY THUNDER,240,37,74,3,12,11,17,11,30,23,7,5,14,20,home,win,88.0,WASHINGTON WIZARDS,83.0
INDIANA PACERS,240,43,83,7,16,12,16,14,29,16,10,7,15,26,away,loss,105.0,PORTLAND TRAIL BLAZERS,107.0
PORTLAND TRAIL BLAZERS,240,38,84,4,12,27,32,17,24,13,6,4,11,17,home,win,107.0,INDIANA PACERS,105.0
HOUSTON ROCKETS,240,31,73,8,22,24,32,8,23,14,8,6,16,18,away,loss,94.0,UTAH JAZZ,101.0
UTAH JAZZ,240,40,80,4,13,17,17,10,35,25,10,3,19,29,home,win,101.0,HOUSTON ROCKETS,94.0
