team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
PORTLAND TRAIL BLAZERS,265,38,105,13,40,21,23,11,43,20,7,4,14,18,2018-12-27,away,win,110.0,GOLDEN STATE WARRIORS,109.0,0.26573426573426573,0.24528301886792453,54
GOLDEN STATE WARRIORS,265,45,106,13,44,6,15,14,45,36,10,9,15,19,2018-12-27,home,loss,109.0,PORTLAND TRAIL BLAZERS,110.0,0.2980132450331126,0.22807017543859648,59
BOSTON CELTICS,240,38,81,12,31,25,31,6,31,28,9,3,11,22,2018-12-27,away,loss,113.0,HOUSTON ROCKETS,127.0,0.31932773109243695,0.27906976744186046,37
HOUSTON ROCKETS,240,41,86,18,45,27,35,16,39,17,4,4,13,22,2018-12-27,home,win,127.0,BOSTON CELTICS,113.0,0.3228346456692913,0.2857142857142857,55
NEW YORK KNICKS,240,36,97,13,31,11,16,10,33,21,8,6,10,20,2018-12-27,away,loss,96.0,MILWAUKEE BUCKS,112.0,0.2706766917293233,0.29545454545454547,43
MILWAUKEE BUCKS,240,42,93,11,32,17,21,11,46,20,4,11,15,14,2018-12-27,home,win,112.0,NEW YORK KNICKS,96.0,0.3111111111111111,0.2558139534883721,57
LOS ANGELES LAKERS,240,45,88,10,25,16,23,9,37,25,7,5,17,19,2018-12-27,away,loss,116.0,SACRAMENTO KINGS,117.0,0.3383458646616541,0.2857142857142857,46
SACRAMENTO KINGS,240,45,101,10,29,17,21,16,32,25,10,5,14,20,2018-12-27,home,win,117.0,LOS ANGELES LAKERS,116.0,0.3082191780821918,0.2564102564102564,48
PHILADELPHIA 76ERS,240,43,86,13,35,15,18,9,38,31,7,7,13,21,2018-12-27,away,win,114.0,UTAH JAZZ,97.0,0.3333333333333333,0.2708333333333333,47
UTAH JAZZ,240,33,86,11,35,20,27,12,32,19,11,1,16,19,2018-12-27,home,loss,97.0,PHILADELPHIA 76ERS,114.0,0.2773109243697479,0.2391304347826087,44
