team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
CHICAGO BULLS,240,37,85,16,36,16,22,8,26,21,5,7,13,16,2018-10-26,away,loss,106.0,CHARLOTTE HORNETS,135.0,0.30327868852459017,0.3076923076923077,34
CHARLOTTE HORNETS,240,53,93,14,32,15,16,11,39,30,10,10,10,18,2018-10-26,home,win,135.0,CHICAGO BULLS,106.0,0.363013698630137,0.30434782608695654,50
LOS ANGELES CLIPPERS,240,43,79,12,23,35,38,5,39,17,8,4,15,21,2018-10-26,away,win,133.0,HOUSTON ROCKETS,113.0,0.3524590163934426,0.34285714285714286,44
HOUSTON ROCKETS,240,38,98,15,41,22,25,16,26,21,11,7,13,27,2018-10-26,home,loss,113.0,LOS ANGELES CLIPPERS,133.0,0.27941176470588236,0.26785714285714285,42
MILWAUKEE BUCKS,240,49,92,19,46,8,11,7,55,32,4,8,17,23,2018-10-26,away,win,125.0,MINNESOTA TIMBERWOLVES,95.0,0.3475177304964539,0.2923076923076923,62
MINNESOTA TIMBERWOLVES,240,36,112,10,43,13,18,17,32,19,10,6,7,15,2018-10-26,home,loss,95.0,MILWAUKEE BUCKS,125.0,0.24324324324324326,0.18867924528301888,49
BROOKLYN NETS,240,43,98,19,40,10,15,16,38,26,6,8,18,22,2018-10-26,away,loss,115.0,NEW ORLEANS PELICANS,117.0,0.3049645390070922,0.3220338983050847,54
NEW ORLEANS PELICANS,240,44,98,9,23,20,26,15,31,23,11,11,11,20,2018-10-26,home,win,117.0,BROOKLYN NETS,115.0,0.30985915492957744,0.28125,46
GOLDEN STATE WARRIORS,240,51,87,16,33,10,12,6,33,26,10,6,14,16,2018-10-26,away,win,128.0,NEW YORK KNICKS,100.0,0.3695652173913043,0.32653061224489793,39
NEW YORK KNICKS,240,39,90,13,39,9,12,11,29,17,6,1,19,18,2018-10-26,home,loss,100.0,GOLDEN STATE WARRIORS,128.0,0.3023255813953488,0.25,40
WASHINGTON WIZARDS,240,40,86,14,42,18,23,5,37,22,8,7,21,27,2018-10-26,away,loss,112.0,SACRAMENTO KINGS,116.0,0.31746031746031744,0.25,42
SACRAMENTO KINGS,240,44,95,14,37,14,23,14,39,25,8,4,18,18,2018-10-26,home,win,116.0,WASHINGTON WIZARDS,112.0,0.31654676258992803,0.27450980392156865,53
DALLAS MAVERICKS,240,38,92,12,30,19,24,10,34,22,6,6,14,17,2018-10-26,away,loss,107.0,TORONTO RAPTORS,116.0,0.2923076923076923,0.2857142857142857,44
TORONTO RAPTORS,240,44,91,11,27,17,20,12,38,23,10,5,12,22,2018-10-26,home,win,116.0,DALLAS MAVERICKS,107.0,0.32592592592592595,0.2894736842105263,50
