team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
GOLDEN STATE WARRIORS,240,47,89,10,30,25,31,7,39,32,6,9,10,24,away,win,129.0,LOS ANGELES CLIPPERS,110.0
LOS ANGELES CLIPPERS,240,38,96,11,32,23,28,16,33,22,7,5,14,26,home,loss,110.0,GOLDEN STATE WARRIORS,129.0
