team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
BOSTON CELTICS,240,49,96,14,34,16,17,9,37,38,12,5,11,24,away,win,128.0,GOLDEN STATE WARRIORS,95.0
GOLDEN STATE WARRIORS,240,34,85,8,35,19,23,9,36,26,5,2,21,24,home,loss,95.0,BOSTON CELTICS,128.0
CHICAGO BULLS,240,36,93,4,25,20,24,15,34,16,7,7,9,20,away,loss,96.0,INDIANA PACERS,105.0
INDIANA PACERS,240,38,84,11,25,18,24,11,39,19,6,9,12,22,home,win,105.0,CHICAGO BULLS,96.0
PORTLAND TRAIL BLAZERS,240,42,79,9,29,18,21,5,31,25,7,4,20,29,away,loss,111.0,MEMPHIS GRIZZLIES,120.0
MEMPHIS GRIZZLIES,240,40,75,13,27,27,36,4,30,22,11,5,16,21,home,win,120.0,PORTLAND TRAIL BLAZERS,111.0
OKLAHOMA CITY THUNDER,240,42,94,18,46,18,31,15,30,20,4,8,12,26,away,loss,120.0,MINNESOTA TIMBERWOLVES,131.0
MINNESOTA TIMBERWOLVES,240,47,89,11,22,26,35,10,42,28,6,2,9,24,home,win,131.0,OKLAHOMA CITY THUNDER,120.0
ORLANDO MAGIC,240,42,93,13,32,9,12,10,34,21,4,2,12,16,away,loss,106.0,PHILADELPHIA 76ERS,114.0
PHILADELPHIA 76ERS,240,42,89,11,28,19,21,10,40,28,10,4,11,13,home,win,114.0,ORLANDO MAGIC,106.0
HOUSTON ROCKETS,240,38,85,15,34,16,18,9,34,22,11,6,9,23,away,win,107.0,TORONTO RAPTORS,95.0
TORONTO RAPTORS,240,37,89,9,32,12,16,16,31,16,1,5,13,15,home,loss,95.0,HOUSTON ROCKETS,107.0
