team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
HOUSTON ROCKETS,240,40,78,19,47,22,30,6,31,28,13,2,14,17,2019-03-19,away,win,121.0,ATLANTA HAWKS,105.0,0.3389830508474576,0.2878787878787879,37
ATLANTA HAWKS,240,39,84,15,40,12,15,8,37,30,6,1,19,23,2019-03-19,home,loss,105.0,HOUSTON ROCKETS,121.0,0.3170731707317073,0.2727272727272727,45
PHILADELPHIA 76ERS,240,43,86,11,32,21,28,6,38,29,5,4,7,27,2019-03-19,away,win,118.0,CHARLOTTE HORNETS,114.0,0.3333333333333333,0.2558139534883721,44
CHARLOTTE HORNETS,240,36,83,9,35,33,44,10,36,16,3,2,9,22,2019-03-19,home,loss,114.0,PHILADELPHIA 76ERS,118.0,0.3025210084033613,0.20454545454545456,46
INDIANA PACERS,240,45,87,7,21,12,17,11,35,30,8,6,20,20,2019-03-19,away,loss,109.0,LOS ANGELES CLIPPERS,115.0,0.3409090909090909,0.25,46
LOS ANGELES CLIPPERS,240,43,89,10,34,19,27,10,29,28,14,2,13,20,2019-03-19,home,win,115.0,INDIANA PACERS,109.0,0.32575757575757575,0.22727272727272727,39
LOS ANGELES LAKERS,240,33,86,16,43,19,23,8,34,20,9,5,19,18,2019-03-19,away,loss,101.0,MILWAUKEE BUCKS,115.0,0.2773109243697479,0.2711864406779661,42
MILWAUKEE BUCKS,240,41,89,15,47,18,27,12,42,25,9,4,17,19,2019-03-19,home,win,115.0,LOS ANGELES LAKERS,101.0,0.3153846153846154,0.24193548387096775,54
GOLDEN STATE WARRIORS,240,44,91,19,42,10,14,8,38,39,6,7,13,25,2019-03-19,away,win,117.0,MINNESOTA TIMBERWOLVES,107.0,0.32592592592592595,0.3114754098360656,46
MINNESOTA TIMBERWOLVES,240,36,89,9,36,26,32,13,39,25,7,0,13,14,2019-03-19,home,loss,107.0,GOLDEN STATE WARRIORS,117.0,0.288,0.2,52
BROOKLYN NETS,240,47,94,12,35,17,23,11,30,28,16,4,18,19,2019-03-19,away,win,123.0,SACRAMENTO KINGS,121.0,0.3333333333333333,0.2553191489361702,41
SACRAMENTO KINGS,240,49,95,9,25,14,20,14,32,25,13,1,20,19,2019-03-19,home,loss,121.0,BROOKLYN NETS,123.0,0.3402777777777778,0.2647058823529412,46
