team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
CLEVELAND CAVALIERS,240,38,87,13,30,14,20,15,29,20,4,4,20,18,2019-01-23,away,loss,103.0,BOSTON CELTICS,123.0,0.304,0.3023255813953488,44
BOSTON CELTICS,240,45,86,12,25,21,23,9,34,25,12,5,14,20,2019-01-23,home,win,123.0,CLEVELAND CAVALIERS,103.0,0.3435114503816794,0.32432432432432434,43
ORLANDO MAGIC,240,38,89,11,34,23,28,11,31,22,7,11,13,19,2019-01-23,away,loss,110.0,BROOKLYN NETS,114.0,0.2992125984251969,0.24444444444444444,42
BROOKLYN NETS,240,43,90,10,32,18,23,12,33,20,7,2,16,22,2019-01-23,home,win,114.0,ORLANDO MAGIC,110.0,0.3233082706766917,0.23809523809523808,45
ATLANTA HAWKS,240,45,90,15,40,16,21,16,35,31,11,2,17,20,2019-01-23,away,win,121.0,CHICAGO BULLS,101.0,0.3333333333333333,0.2727272727272727,51
CHICAGO BULLS,240,35,79,8,26,23,27,7,30,20,7,6,15,21,2019-01-23,home,loss,101.0,ATLANTA HAWKS,121.0,0.30701754385964913,0.23529411764705882,37
TORONTO RAPTORS,240,38,92,12,39,18,23,10,35,28,2,5,9,22,2019-01-23,away,loss,106.0,INDIANA PACERS,110.0,0.2923076923076923,0.23529411764705882,45
INDIANA PACERS,240,40,92,9,26,21,25,12,36,27,6,7,6,23,2019-01-23,home,win,110.0,TORONTO RAPTORS,106.0,0.30303030303030304,0.2571428571428571,48
CHARLOTTE HORNETS,240,41,77,12,30,24,31,5,32,23,8,2,9,19,2019-01-23,away,win,118.0,MEMPHIS GRIZZLIES,107.0,0.3474576271186441,0.2857142857142857,37
MEMPHIS GRIZZLIES,240,38,81,9,31,22,24,6,32,25,8,3,10,25,2019-01-23,home,loss,107.0,CHARLOTTE HORNETS,118.0,0.31932773109243695,0.225,38
LOS ANGELES CLIPPERS,240,45,85,7,22,14,21,7,34,23,5,3,7,20,2019-01-23,away,win,111.0,MIAMI HEAT,99.0,0.34615384615384615,0.2413793103448276,41
MIAMI HEAT,240,39,83,8,28,13,22,12,28,23,3,3,14,19,2019-01-23,home,loss,99.0,LOS ANGELES CLIPPERS,111.0,0.319672131147541,0.2222222222222222,40
DETROIT PISTONS,240,36,89,13,39,13,19,9,40,24,5,3,9,15,2019-01-23,away,win,98.0,NEW ORLEANS PELICANS,94.0,0.288,0.25,49
NEW ORLEANS PELICANS,240,42,91,6,22,4,9,8,41,20,3,9,12,18,2019-01-23,home,loss,94.0,DETROIT PISTONS,98.0,0.3157894736842105,0.21428571428571427,49
HOUSTON ROCKETS,240,37,90,11,44,29,38,15,29,10,15,10,12,25,2019-01-23,away,win,114.0,NEW YORK KNICKS,110.0,0.29133858267716534,0.2,44
NEW YORK KNICKS,240,37,81,11,30,25,30,10,38,15,5,7,18,23,2019-01-23,home,loss,110.0,HOUSTON ROCKETS,114.0,0.3135593220338983,0.2682926829268293,48
SAN ANTONIO SPURS,240,47,82,13,27,13,15,5,31,24,8,6,15,15,2019-01-23,away,loss,120.0,PHILADELPHIA 76ERS,122.0,0.3643410852713178,0.325,36
PHILADELPHIA 76ERS,240,47,93,17,36,11,14,13,29,35,9,5,11,14,2019-01-23,home,win,122.0,SAN ANTONIO SPURS,120.0,0.3357142857142857,0.32075471698113206,42
DENVER NUGGETS,240,42,88,8,27,16,20,12,38,20,7,9,14,25,2019-01-23,away,loss,108.0,UTAH JAZZ,114.0,0.3230769230769231,0.22857142857142856,50
UTAH JAZZ,240,38,88,19,46,19,27,12,28,28,7,7,13,20,2019-01-23,home,win,114.0,DENVER NUGGETS,108.0,0.30158730158730157,0.2923076923076923,40
