team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
LOS ANGELES CLIPPERS,240,40,93,10,33,37,47,15,37,24,9,8,15,22,2018-11-19,away,win,127.0,ATLANTA HAWKS,119.0,0.3007518796992481,0.23255813953488372,52
ATLANTA HAWKS,240,45,101,12,38,17,19,16,35,29,6,6,14,38,2018-11-19,home,loss,119.0,LOS ANGELES CLIPPERS,127.0,0.3082191780821918,0.24,51
BOSTON CELTICS,240,45,89,9,32,13,18,8,33,31,9,6,12,22,2018-11-19,away,loss,112.0,CHARLOTTE HORNETS,117.0,0.3358208955223881,0.21951219512195122,41
CHARLOTTE HORNETS,240,43,89,15,41,16,22,8,36,18,5,3,13,16,2018-11-19,home,win,117.0,BOSTON CELTICS,112.0,0.32575757575757575,0.26785714285714285,44
CLEVELAND CAVALIERS,240,35,79,8,21,24,34,11,25,16,8,3,9,22,2018-11-19,away,loss,102.0,DETROIT PISTONS,113.0,0.30701754385964913,0.27586206896551724,36
DETROIT PISTONS,240,41,89,13,38,18,19,13,37,26,5,4,10,27,2018-11-19,home,win,113.0,CLEVELAND CAVALIERS,102.0,0.3153846153846154,0.2549019607843137,50
UTAH JAZZ,240,36,74,11,25,11,16,3,33,26,6,10,18,18,2018-11-19,away,loss,94.0,INDIANA PACERS,121.0,0.32727272727272727,0.3055555555555556,36
INDIANA PACERS,240,49,93,12,25,11,17,11,33,35,13,3,9,17,2018-11-19,home,win,121.0,UTAH JAZZ,94.0,0.34507042253521125,0.32432432432432434,44
DALLAS MAVERICKS,240,30,88,10,32,18,21,7,36,17,8,4,9,19,2018-11-19,away,loss,88.0,MEMPHIS GRIZZLIES,98.0,0.2542372881355932,0.23809523809523808,43
MEMPHIS GRIZZLIES,240,37,79,12,30,12,14,5,40,29,8,11,15,21,2018-11-19,home,win,98.0,DALLAS MAVERICKS,88.0,0.31896551724137934,0.2857142857142857,45
DENVER NUGGETS,240,40,94,12,41,6,9,13,30,30,6,4,17,20,2018-11-19,away,loss,98.0,MILWAUKEE BUCKS,104.0,0.29850746268656714,0.22641509433962265,43
MILWAUKEE BUCKS,240,40,88,11,36,13,22,13,38,21,8,3,15,16,2018-11-19,home,win,104.0,DENVER NUGGETS,98.0,0.3125,0.23404255319148937,51
SAN ANTONIO SPURS,240,45,94,12,24,24,30,18,26,22,7,0,15,20,2018-11-19,away,loss,126.0,NEW ORLEANS PELICANS,140.0,0.3237410071942446,0.3333333333333333,44
NEW ORLEANS PELICANS,240,59,102,10,26,12,14,14,28,34,10,5,10,23,2018-11-19,home,win,140.0,SAN ANTONIO SPURS,126.0,0.36645962732919257,0.2777777777777778,42
PHOENIX SUNS,240,44,87,13,33,13,24,5,26,25,9,4,13,34,2018-11-19,away,loss,114.0,PHILADELPHIA 76ERS,119.0,0.33587786259541985,0.2826086956521739,31
PHILADELPHIA 76ERS,240,41,84,6,22,31,42,13,40,24,8,1,19,27,2018-11-19,home,win,119.0,PHOENIX SUNS,114.0,0.328,0.21428571428571427,53
OKLAHOMA CITY THUNDER,240,45,108,12,41,11,16,13,40,22,8,3,13,22,2018-11-19,away,loss,113.0,SACRAMENTO KINGS,117.0,0.29411764705882354,0.22641509433962265,53
SACRAMENTO KINGS,240,45,102,16,38,11,17,14,45,29,7,4,15,18,2018-11-19,home,win,117.0,OKLAHOMA CITY THUNDER,113.0,0.30612244897959184,0.2962962962962963,59
