team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
BOSTON CELTICS,240,38,81,15,34,13,22,9,36,23,4,4,13,19,2019-04-19,away,win,104.0,INDIANA PACERS,96.0,0.31932773109243695,0.30612244897959184,45
INDIANA PACERS,240,34,81,11,30,17,23,8,32,20,9,4,9,19,2019-04-19,home,loss,96.0,BOSTON CELTICS,104.0,0.2956521739130435,0.2682926829268293,40
PORTLAND TRAIL BLAZERS,240,39,83,12,31,18,24,12,29,18,5,1,18,33,2019-04-19,away,loss,108.0,OKLAHOMA CITY THUNDER,120.0,0.319672131147541,0.27906976744186046,41
OKLAHOMA CITY THUNDER,240,37,77,15,29,31,39,8,29,27,6,5,15,24,2019-04-19,home,win,120.0,PORTLAND TRAIL BLAZERS,108.0,0.32456140350877194,0.3409090909090909,37
TORONTO RAPTORS,240,39,87,11,28,9,10,8,35,26,9,3,13,23,2019-04-19,away,win,98.0,ORLANDO MAGIC,93.0,0.30952380952380953,0.28205128205128205,43
ORLANDO MAGIC,240,29,80,13,44,22,23,7,35,19,8,5,16,17,2019-04-19,home,loss,93.0,TORONTO RAPTORS,98.0,0.26605504587155965,0.22807017543859648,42
