team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
MILWAUKEE BUCKS,240,48,84,17,34,8,13,5,36,27,10,7,12,17,2018-11-11,away,win,121.0,DENVER NUGGETS,114.0,0.36363636363636365,0.3333333333333333,41
DENVER NUGGETS,240,41,89,18,38,14,20,10,29,27,8,5,10,16,2018-11-11,home,loss,114.0,MILWAUKEE BUCKS,121.0,0.3153846153846154,0.32142857142857145,39
CHARLOTTE HORNETS,240,43,85,11,28,16,18,6,40,24,6,8,12,26,2018-11-11,away,win,113.0,DETROIT PISTONS,103.0,0.3359375,0.28205128205128205,46
DETROIT PISTONS,240,38,104,12,44,15,19,22,29,21,5,4,10,18,2018-11-11,home,loss,103.0,CHARLOTTE HORNETS,113.0,0.2676056338028169,0.21428571428571427,51
INDIANA PACERS,240,36,78,11,29,20,26,5,30,24,10,6,13,22,2018-11-11,away,loss,103.0,HOUSTON ROCKETS,115.0,0.3157894736842105,0.275,35
HOUSTON ROCKETS,240,36,74,20,47,23,32,8,30,18,6,5,15,22,2018-11-11,home,win,115.0,INDIANA PACERS,103.0,0.32727272727272727,0.29850746268656714,38
ATLANTA HAWKS,240,41,95,13,37,11,13,10,34,25,11,4,17,23,2018-11-11,away,loss,106.0,LOS ANGELES LAKERS,107.0,0.3014705882352941,0.26,44
LOS ANGELES LAKERS,240,39,92,14,38,15,24,17,31,28,12,9,22,23,2018-11-11,home,win,107.0,ATLANTA HAWKS,106.0,0.29770992366412213,0.2692307692307692,48
ORLANDO MAGIC,240,44,98,17,42,10,11,10,42,31,10,9,11,21,2018-11-11,away,win,115.0,NEW YORK KNICKS,89.0,0.30985915492957744,0.288135593220339,52
NEW YORK KNICKS,240,31,88,5,28,22,30,13,41,13,4,15,19,21,2018-11-11,home,loss,89.0,ORLANDO MAGIC,115.0,0.2605042016806723,0.15151515151515152,54
BOSTON CELTICS,240,36,93,14,42,8,10,11,31,19,11,5,12,16,2018-11-11,away,loss,94.0,PORTLAND TRAIL BLAZERS,100.0,0.27906976744186046,0.25,42
PORTLAND TRAIL BLAZERS,240,39,86,14,36,8,10,15,40,22,4,2,21,14,2018-11-11,home,win,100.0,BOSTON CELTICS,94.0,0.312,0.28,55
