team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
TORONTO RAPTORS,240,43,80,9,26,16,20,5,38,27,2,5,14,17,2019-04-05,away,loss,111.0,CHARLOTTE HORNETS,113.0,0.34959349593495936,0.2571428571428571,43
CHARLOTTE HORNETS,240,44,94,13,39,12,14,8,32,28,6,2,6,17,2019-04-05,home,win,113.0,TORONTO RAPTORS,111.0,0.3188405797101449,0.25,40
MEMPHIS GRIZZLIES,240,46,96,16,41,14,16,12,38,30,7,2,10,16,2019-04-05,away,win,122.0,DALLAS MAVERICKS,112.0,0.323943661971831,0.2807017543859649,50
DALLAS MAVERICKS,240,41,96,17,47,13,21,11,31,28,4,4,9,13,2019-04-05,home,loss,112.0,MEMPHIS GRIZZLIES,122.0,0.29927007299270075,0.265625,42
PORTLAND TRAIL BLAZERS,240,42,86,10,29,16,20,12,28,24,6,2,14,23,2019-04-05,away,loss,110.0,DENVER NUGGETS,119.0,0.328125,0.2564102564102564,40
DENVER NUGGETS,240,43,84,7,27,26,29,12,27,27,10,4,9,19,2019-04-05,home,win,119.0,PORTLAND TRAIL BLAZERS,110.0,0.33858267716535434,0.20588235294117646,39
CLEVELAND CAVALIERS,240,43,97,7,30,21,23,12,36,21,9,1,5,11,2019-04-05,away,loss,114.0,GOLDEN STATE WARRIORS,120.0,0.30714285714285716,0.1891891891891892,48
GOLDEN STATE WARRIORS,240,46,87,20,37,8,8,4,34,29,2,8,13,21,2019-04-05,home,win,120.0,CLEVELAND CAVALIERS,114.0,0.3458646616541353,0.3508771929824561,38
NEW YORK KNICKS,240,37,82,6,27,16,27,5,48,22,3,6,15,17,2019-04-05,away,loss,96.0,HOUSTON ROCKETS,120.0,0.31092436974789917,0.18181818181818182,53
HOUSTON ROCKETS,240,43,101,22,59,12,17,7,41,26,8,2,6,21,2019-04-05,home,win,120.0,NEW YORK KNICKS,96.0,0.2986111111111111,0.2716049382716049,48
BOSTON CELTICS,240,48,92,7,27,14,16,7,42,27,7,6,11,15,2019-04-05,away,win,117.0,INDIANA PACERS,97.0,0.34285714285714286,0.20588235294117646,49
INDIANA PACERS,240,38,92,10,23,11,19,10,35,24,5,3,11,15,2019-04-05,home,loss,97.0,BOSTON CELTICS,117.0,0.2923076923076923,0.30303030303030304,45
LOS ANGELES LAKERS,240,43,96,14,32,22,27,14,41,28,8,10,14,24,2019-04-05,away,win,122.0,LOS ANGELES CLIPPERS,117.0,0.30935251798561153,0.30434782608695654,55
LOS ANGELES CLIPPERS,240,40,91,10,29,27,31,7,38,29,7,8,11,22,2019-04-05,home,loss,117.0,LOS ANGELES LAKERS,122.0,0.3053435114503817,0.2564102564102564,45
MIAMI HEAT,240,45,88,10,34,9,12,9,29,24,10,6,17,23,2019-04-05,away,loss,109.0,MINNESOTA TIMBERWOLVES,111.0,0.3383458646616541,0.22727272727272727,38
MINNESOTA TIMBERWOLVES,240,43,86,8,24,17,21,9,34,25,10,2,18,18,2019-04-05,home,win,111.0,MIAMI HEAT,109.0,0.3333333333333333,0.25,43
DETROIT PISTONS,240,35,81,15,41,25,31,4,28,20,10,8,14,23,2019-04-05,away,loss,110.0,OKLAHOMA CITY THUNDER,123.0,0.3017241379310345,0.26785714285714285,32
OKLAHOMA CITY THUNDER,240,48,101,12,29,15,22,21,38,30,10,4,17,24,2019-04-05,home,win,123.0,DETROIT PISTONS,110.0,0.3221476510067114,0.2926829268292683,59
ATLANTA HAWKS,240,41,94,10,39,21,31,10,28,21,16,4,14,21,2019-04-05,away,loss,113.0,ORLANDO MAGIC,149.0,0.3037037037037037,0.20408163265306123,38
ORLANDO MAGIC,240,56,92,18,37,19,25,9,45,35,11,4,19,24,2019-04-05,home,win,149.0,ATLANTA HAWKS,113.0,0.3783783783783784,0.32727272727272727,54
NEW ORLEANS PELICANS,265,49,101,8,23,20,27,15,38,28,4,4,15,21,2019-04-05,away,loss,126.0,PHOENIX SUNS,133.0,0.32666666666666666,0.25806451612903225,53
PHOENIX SUNS,265,51,104,14,36,17,21,13,33,27,12,11,7,18,2019-04-05,home,win,133.0,NEW ORLEANS PELICANS,126.0,0.32903225806451614,0.28,46
SACRAMENTO KINGS,240,38,92,5,21,17,25,12,35,17,7,1,18,23,2019-04-05,away,loss,98.0,UTAH JAZZ,119.0,0.2923076923076923,0.19230769230769232,47
UTAH JAZZ,240,44,85,15,33,16,25,7,39,30,9,6,16,26,2019-04-05,home,win,119.0,SACRAMENTO KINGS,98.0,0.34108527131782945,0.3125,46
SAN ANTONIO SPURS,240,51,91,10,25,17,20,12,30,34,3,4,9,18,2019-04-05,away,win,129.0,WASHINGTON WIZARDS,112.0,0.3591549295774648,0.2857142857142857,42
WASHINGTON WIZARDS,240,42,88,9,32,19,22,9,25,22,2,4,9,16,2019-04-05,home,loss,112.0,SAN ANTONIO SPURS,129.0,0.3230769230769231,0.21951219512195122,34
