team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
LOS ANGELES LAKERS,240,31,79,5,23,18,24,9,22,16,7,2,15,28,2006-12-25,away,loss,85.0,MIAMI HEAT,101.0,0.2818181818181818,0.17857142857142858,31
MIAMI HEAT,240,34,66,7,16,26,33,6,39,22,10,10,17,23,2006-12-25,home,win,101.0,LOS ANGELES LAKERS,85.0,0.34,0.30434782608695654,45
