team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
HOUSTON ROCKETS,240,34,75,8,21,20,26,8,24,16,5,3,9,15,away,loss,96.0,DALLAS MAVERICKS,109.0
DALLAS MAVERICKS,240,41,84,11,26,16,17,15,29,24,5,5,12,16,home,win,109.0,HOUSTON ROCKETS,96.0
ORLANDO MAGIC,265,29,83,5,15,15,23,12,37,15,8,6,16,17,away,loss,78.0,NEW ORLEANS/OKLAHOMA CITY HORNETS,84.0
NEW ORLEANS/OKLAHOMA CITY HORNETS,265,30,80,4,17,20,23,11,37,11,6,5,16,19,home,win,84.0,ORLANDO MAGIC,78.0
CLEVELAND CAVALIERS,240,32,78,3,18,29,36,12,27,19,5,1,11,21,away,loss,96.0,SEATTLE SUPERSONICS,101.0
SEATTLE SUPERSONICS,240,34,81,5,19,28,32,14,32,22,6,1,12,25,home,win,101.0,CLEVELAND CAVALIERS,96.0
