team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
DETROIT PISTONS,240,33,68,5,14,19,24,8,32,21,7,2,16,13,away,win,90.0,CLEVELAND CAVALIERS,78.0
CLEVELAND CAVALIERS,240,34,80,4,17,6,9,9,24,17,4,3,12,18,home,loss,78.0,DETROIT PISTONS,90.0
ATLANTA HAWKS,265,38,82,7,15,18,20,12,27,25,6,5,15,26,away,win,101.0,NEW JERSEY NETS,99.0
NEW JERSEY NETS,265,37,75,5,14,20,34,13,23,28,10,5,11,23,home,loss,99.0,ATLANTA HAWKS,101.0
LOS ANGELES CLIPPERS,240,39,83,11,20,21,31,13,26,23,6,3,10,22,away,loss,110.0,TORONTO RAPTORS,122.0
TORONTO RAPTORS,240,44,75,12,20,22,24,3,31,30,3,2,10,19,home,win,122.0,LOS ANGELES CLIPPERS,110.0
