team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
SACRAMENTO KINGS,240,35,81,1,17,34,38,14,27,20,11,2,19,25,2006-11-16,away,loss,105.0,GOLDEN STATE WARRIORS,117.0,0.3017241379310345,0.05555555555555555,41
GOLDEN STATE WARRIORS,240,45,78,8,20,19,28,8,31,29,8,6,20,27,2006-11-16,home,win,117.0,SACRAMENTO KINGS,105.0,0.36585365853658536,0.2857142857142857,39
CHICAGO BULLS,240,35,79,7,20,23,29,7,28,15,10,3,12,29,2006-11-16,away,loss,100.0,HOUSTON ROCKETS,101.0,0.30701754385964913,0.25925925925925924,35
HOUSTON ROCKETS,240,34,78,10,30,23,28,11,37,21,5,3,18,25,2006-11-16,home,win,101.0,CHICAGO BULLS,100.0,0.30357142857142855,0.25,48
