team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
TORONTO RAPTORS,240,33,72,7,22,19,22,9,25,26,5,2,16,17,away,loss,92.0,DETROIT PISTONS,98.0
DETROIT PISTONS,240,39,78,6,20,14,16,11,31,28,5,5,12,18,home,win,98.0,TORONTO RAPTORS,92.0
CHARLOTTE BOBCATS,240,33,74,7,12,10,15,8,36,25,5,2,27,21,away,loss,83.0,HOUSTON ROCKETS,104.0
HOUSTON ROCKETS,240,38,84,9,25,19,25,11,28,23,20,4,12,14,home,win,104.0,CHARLOTTE BOBCATS,83.0
DENVER NUGGETS,240,41,85,5,18,22,32,15,29,28,11,4,12,11,away,win,109.0,MILWAUKEE BUCKS,102.0
MILWAUKEE BUCKS,240,42,84,10,18,8,10,8,27,24,5,5,15,25,home,loss,102.0,DENVER NUGGETS,109.0
ORLANDO MAGIC,240,31,76,4,16,12,17,7,30,16,7,8,15,16,away,loss,78.0,NEW JERSEY NETS,93.0
NEW JERSEY NETS,240,40,84,6,20,7,11,11,33,25,6,3,14,21,home,win,93.0,ORLANDO MAGIC,78.0
MEMPHIS GRIZZLIES,240,36,82,9,19,18,23,7,26,21,2,5,10,21,away,loss,99.0,NEW ORLEANS/OKLAHOMA CITY HORNETS,114.0
NEW ORLEANS/OKLAHOMA CITY HORNETS,240,48,86,5,10,13,22,11,36,26,5,5,8,19,home,win,114.0,MEMPHIS GRIZZLIES,99.0
SACRAMENTO KINGS,240,39,78,10,19,26,34,9,32,23,14,1,14,22,away,win,114.0,SEATTLE SUPERSONICS,93.0
SEATTLE SUPERSONICS,240,28,72,7,24,30,38,7,30,19,9,3,18,23,home,loss,93.0,SACRAMENTO KINGS,114.0
NEW YORK KNICKS,265,37,76,6,18,22,27,13,37,17,9,1,22,25,away,loss,102.0,UTAH JAZZ,104.0
UTAH JAZZ,265,41,84,7,15,15,27,13,23,28,11,8,14,23,home,win,104.0,NEW YORK KNICKS,102.0
