team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
ATLANTA HAWKS,240,33,65,1,1,18,21,10,17,15,4,5,16,23,2007-01-20,away,loss,85.0,CHARLOTTE BOBCATS,104.0,0.336734693877551,0.5,27
CHARLOTTE BOBCATS,240,42,65,5,9,15,22,5,20,26,4,5,13,24,2007-01-20,home,win,104.0,ATLANTA HAWKS,85.0,0.3925233644859813,0.35714285714285715,25
UTAH JAZZ,240,33,79,3,14,26,36,10,33,25,9,4,16,28,2007-01-20,away,win,95.0,CHICAGO BULLS,85.0,0.29464285714285715,0.17647058823529413,43
CHICAGO BULLS,240,29,76,1,12,26,36,12,34,13,8,11,17,26,2007-01-20,home,loss,85.0,UTAH JAZZ,95.0,0.2761904761904762,0.07692307692307693,46
SACRAMENTO KINGS,240,27,76,4,15,16,30,8,32,17,5,3,13,23,2007-01-20,away,loss,74.0,DETROIT PISTONS,91.0,0.2621359223300971,0.21052631578947367,40
DETROIT PISTONS,240,34,76,5,16,18,28,10,42,28,8,2,14,23,2007-01-20,home,win,91.0,SACRAMENTO KINGS,74.0,0.3090909090909091,0.23809523809523808,52
CLEVELAND CAVALIERS,265,43,90,6,25,14,28,12,45,28,11,7,27,21,2007-01-20,away,win,106.0,GOLDEN STATE WARRIORS,104.0,0.3233082706766917,0.1935483870967742,57
GOLDEN STATE WARRIORS,265,39,98,12,28,14,21,11,34,29,16,6,19,24,2007-01-20,home,loss,104.0,CLEVELAND CAVALIERS,106.0,0.2846715328467153,0.3,45
DENVER NUGGETS,265,41,89,15,29,24,37,12,35,21,8,9,15,16,2007-01-20,away,win,121.0,HOUSTON ROCKETS,113.0,0.3153846153846154,0.3409090909090909,47
HOUSTON ROCKETS,265,43,96,12,26,15,19,16,32,27,6,3,16,29,2007-01-20,home,loss,113.0,DENVER NUGGETS,121.0,0.30935251798561153,0.3157894736842105,48
NEW YORK KNICKS,240,34,65,8,17,32,38,9,30,19,0,4,20,28,2007-01-20,away,win,108.0,INDIANA PACERS,106.0,0.3434343434343434,0.32,39
INDIANA PACERS,240,39,89,6,18,22,27,14,19,16,11,6,9,25,2007-01-20,home,loss,106.0,NEW YORK KNICKS,108.0,0.3046875,0.25,33
MEMPHIS GRIZZLIES,240,34,71,5,20,18,25,6,29,25,6,5,21,17,2007-01-20,away,loss,91.0,LOS ANGELES CLIPPERS,112.0,0.3238095238095238,0.2,35
LOS ANGELES CLIPPERS,240,46,90,1,5,19,22,12,31,33,11,4,12,22,2007-01-20,home,win,112.0,MEMPHIS GRIZZLIES,91.0,0.3382352941176471,0.16666666666666666,43
ORLANDO MAGIC,240,32,70,9,17,21,32,8,36,18,6,3,18,28,2007-01-20,away,loss,94.0,NEW JERSEY NETS,101.0,0.3137254901960784,0.34615384615384615,44
NEW JERSEY NETS,240,33,78,10,27,25,32,12,30,25,9,5,10,24,2007-01-20,home,win,101.0,ORLANDO MAGIC,94.0,0.2972972972972973,0.2702702702702703,42
LOS ANGELES LAKERS,240,36,81,10,27,21,26,14,23,17,4,2,9,24,2007-01-20,away,loss,103.0,NEW ORLEANS/OKLAHOMA CITY HORNETS,113.0,0.3076923076923077,0.2702702702702703,37
NEW ORLEANS/OKLAHOMA CITY HORNETS,240,41,85,8,18,23,29,17,29,20,7,7,9,20,2007-01-20,home,win,113.0,LOS ANGELES LAKERS,103.0,0.3253968253968254,0.3076923076923077,46
BOSTON CELTICS,265,41,87,6,14,22,25,14,28,27,6,7,18,23,2007-01-20,away,loss,110.0,WASHINGTON WIZARDS,115.0,0.3203125,0.3,42
WASHINGTON WIZARDS,265,45,94,8,21,17,24,11,26,31,7,9,12,22,2007-01-20,home,win,115.0,BOSTON CELTICS,110.0,0.3237410071942446,0.27586206896551724,37
