team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
MEMPHIS GRIZZLIES,240,34,75,7,18,19,22,14,23,19,8,4,14,20,2006-11-21,away,loss,94.0,CLEVELAND CAVALIERS,97.0,0.3119266055045872,0.28,37
CLEVELAND CAVALIERS,240,37,74,9,21,14,16,7,24,27,7,3,14,24,2006-11-21,home,win,97.0,MEMPHIS GRIZZLIES,94.0,0.3333333333333333,0.3,31
WASHINGTON WIZARDS,240,27,76,2,16,24,29,10,33,10,5,8,16,20,2006-11-21,away,loss,80.0,DALLAS MAVERICKS,107.0,0.2621359223300971,0.1111111111111111,43
DALLAS MAVERICKS,240,39,98,14,34,15,17,21,36,23,3,8,10,24,2006-11-21,home,win,107.0,WASHINGTON WIZARDS,80.0,0.2846715328467153,0.2916666666666667,57
CHICAGO BULLS,240,39,90,8,24,23,29,16,31,22,7,8,17,25,2006-11-21,away,loss,109.0,DENVER NUGGETS,113.0,0.3023255813953488,0.25,47
DENVER NUGGETS,240,41,89,7,24,24,32,16,35,25,9,6,19,26,2006-11-21,home,win,113.0,CHICAGO BULLS,109.0,0.3153846153846154,0.22580645161290322,51
MILWAUKEE BUCKS,240,35,85,4,14,14,14,10,30,19,7,4,16,19,2006-11-21,away,loss,88.0,INDIANA PACERS,93.0,0.2916666666666667,0.2222222222222222,40
INDIANA PACERS,240,35,79,7,24,16,22,13,34,25,9,9,19,19,2006-11-21,home,win,93.0,MILWAUKEE BUCKS,88.0,0.30701754385964913,0.22580645161290322,47
LOS ANGELES CLIPPERS,240,41,85,3,8,16,21,15,32,19,8,7,18,33,2006-11-21,away,loss,101.0,LOS ANGELES LAKERS,105.0,0.3253968253968254,0.2727272727272727,47
LOS ANGELES LAKERS,240,33,89,8,20,31,46,22,29,17,7,4,14,23,2006-11-21,home,win,105.0,LOS ANGELES CLIPPERS,101.0,0.27049180327868855,0.2857142857142857,51
MIAMI HEAT,240,32,87,4,22,18,24,16,39,18,2,3,14,23,2006-11-21,away,loss,86.0,NEW ORLEANS/OKLAHOMA CITY HORNETS,101.0,0.2689075630252101,0.15384615384615385,55
NEW ORLEANS/OKLAHOMA CITY HORNETS,240,37,88,11,19,16,32,14,38,25,8,4,11,18,2006-11-21,home,win,101.0,MIAMI HEAT,86.0,0.296,0.36666666666666664,52
DETROIT PISTONS,240,36,72,9,21,16,22,9,27,25,6,4,13,18,2006-11-21,away,win,97.0,PHILADELPHIA 76ERS,87.0,0.3333333333333333,0.3,36
PHILADELPHIA 76ERS,240,30,76,6,14,21,25,16,28,14,5,5,14,19,2006-11-21,home,loss,87.0,DETROIT PISTONS,97.0,0.2830188679245283,0.3,44
