team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
MINNESOTA TIMBERWOLVES,240,37,78,2,4,11,19,13,20,15,11,0,14,19,away,loss,87.0,DALLAS MAVERICKS,93.0
DALLAS MAVERICKS,240,34,72,3,13,22,25,11,29,17,6,8,15,21,home,win,93.0,MINNESOTA TIMBERWOLVES,87.0
SAN ANTONIO SPURS,240,36,87,6,16,24,26,13,27,21,7,10,13,14,away,loss,102.0,GOLDEN STATE WARRIORS,111.0
GOLDEN STATE WARRIORS,240,41,83,9,17,20,24,8,28,27,10,11,12,18,home,win,111.0,SAN ANTONIO SPURS,102.0
PHILADELPHIA 76ERS,240,36,97,4,15,15,17,19,19,11,11,2,15,28,away,loss,91.0,MIAMI HEAT,103.0
MIAMI HEAT,240,37,63,5,13,24,29,5,35,22,5,10,21,21,home,win,103.0,PHILADELPHIA 76ERS,91.0
ORLANDO MAGIC,240,30,76,2,11,26,34,15,30,11,10,3,14,21,away,win,88.0,UTAH JAZZ,75.0
UTAH JAZZ,240,29,68,1,12,16,20,5,31,19,6,6,21,25,home,loss,75.0,ORLANDO MAGIC,88.0
