team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
GOLDEN STATE WARRIORS,265,38,90,15,40,26,37,13,19,15,13,6,12,29,2007-05-09,away,loss,117.0,UTAH JAZZ,127.0,0.296875,0.2727272727272727,32
UTAH JAZZ,265,46,87,7,16,28,33,19,41,31,6,8,23,29,2007-05-09,home,win,127.0,GOLDEN STATE WARRIORS,117.0,0.3458646616541353,0.30434782608695654,60
