team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
DETROIT PISTONS,240,38,81,3,16,12,18,13,31,20,9,7,16,18,2007-04-18,away,win,91.0,BOSTON CELTICS,89.0,0.31932773109243695,0.15789473684210525,44
BOSTON CELTICS,240,34,79,6,14,15,20,16,26,20,9,2,18,15,2007-04-18,home,loss,89.0,DETROIT PISTONS,91.0,0.3008849557522124,0.3,42
NEW YORK KNICKS,240,34,74,4,13,22,34,17,36,14,6,4,22,22,2007-04-18,away,win,94.0,CHARLOTTE BOBCATS,93.0,0.3148148148148148,0.23529411764705882,53
CHARLOTTE BOBCATS,240,37,81,8,15,11,19,6,23,25,12,1,13,28,2007-04-18,home,loss,93.0,NEW YORK KNICKS,94.0,0.3135593220338983,0.34782608695652173,29
MILWAUKEE BUCKS,240,35,78,12,29,14,19,4,26,20,7,0,14,20,2007-04-18,away,loss,96.0,CLEVELAND CAVALIERS,109.0,0.30973451327433627,0.2926829268292683,30
CLEVELAND CAVALIERS,240,43,89,6,17,17,26,19,34,30,9,5,13,18,2007-04-18,home,win,109.0,MILWAUKEE BUCKS,96.0,0.32575757575757575,0.2608695652173913,53
WASHINGTON WIZARDS,240,31,65,4,13,32,44,4,35,17,6,8,11,22,2007-04-18,away,win,98.0,INDIANA PACERS,95.0,0.3229166666666667,0.23529411764705882,39
INDIANA PACERS,240,34,79,8,16,19,25,8,32,11,7,2,12,30,2007-04-18,home,loss,95.0,WASHINGTON WIZARDS,98.0,0.3008849557522124,0.3333333333333333,40
NEW ORLEANS/OKLAHOMA CITY HORNETS,240,35,81,5,18,11,11,13,21,21,7,4,10,17,2007-04-18,away,win,86.0,LOS ANGELES CLIPPERS,83.0,0.3017241379310345,0.21739130434782608,34
LOS ANGELES CLIPPERS,240,31,77,5,11,16,23,20,25,19,6,5,14,17,2007-04-18,home,loss,83.0,NEW ORLEANS/OKLAHOMA CITY HORNETS,86.0,0.28703703703703703,0.3125,45
MEMPHIS GRIZZLIES,240,46,87,2,11,22,28,14,35,37,6,7,10,20,2007-04-18,away,win,116.0,MINNESOTA TIMBERWOLVES,94.0,0.3458646616541353,0.15384615384615385,49
MINNESOTA TIMBERWOLVES,240,38,96,5,16,13,21,21,21,20,5,3,13,21,2007-04-18,home,loss,94.0,MEMPHIS GRIZZLIES,116.0,0.2835820895522388,0.23809523809523808,42
CHICAGO BULLS,240,35,83,7,19,20,27,12,31,19,5,2,16,33,2007-04-18,away,loss,97.0,NEW JERSEY NETS,106.0,0.2966101694915254,0.2692307692307692,43
NEW JERSEY NETS,240,36,79,8,26,26,38,14,35,27,5,5,17,26,2007-04-18,home,win,106.0,CHICAGO BULLS,97.0,0.3130434782608696,0.23529411764705882,49
MIAMI HEAT,240,26,69,4,13,12,14,5,26,16,6,5,15,23,2007-04-18,away,loss,68.0,ORLANDO MAGIC,94.0,0.2736842105263158,0.23529411764705882,31
ORLANDO MAGIC,240,35,79,6,17,18,29,15,37,23,7,4,9,15,2007-04-18,home,win,94.0,MIAMI HEAT,68.0,0.30701754385964913,0.2608695652173913,52
GOLDEN STATE WARRIORS,240,48,91,11,29,13,19,11,33,37,11,1,14,21,2007-04-18,away,win,120.0,PORTLAND TRAIL BLAZERS,98.0,0.34532374100719426,0.275,44
PORTLAND TRAIL BLAZERS,240,33,77,2,14,30,34,9,30,22,8,2,19,19,2007-04-18,home,loss,98.0,GOLDEN STATE WARRIORS,120.0,0.3,0.125,39
LOS ANGELES LAKERS,240,45,79,2,14,25,31,11,36,19,6,6,14,26,2007-04-18,away,win,117.0,SACRAMENTO KINGS,106.0,0.3629032258064516,0.125,47
SACRAMENTO KINGS,240,40,83,7,25,19,33,9,21,21,5,3,10,23,2007-04-18,home,loss,106.0,LOS ANGELES LAKERS,117.0,0.3252032520325203,0.21875,30
DENVER NUGGETS,240,42,85,11,26,5,16,12,43,28,5,3,15,21,2007-04-18,away,win,100.0,SAN ANTONIO SPURS,77.0,0.33070866141732286,0.2972972972972973,55
SAN ANTONIO SPURS,240,29,81,5,20,14,21,8,31,14,7,3,9,17,2007-04-18,home,loss,77.0,DENVER NUGGETS,100.0,0.2636363636363636,0.2,39
DALLAS MAVERICKS,240,43,81,4,13,16,18,10,28,26,7,5,9,21,2007-04-18,away,win,106.0,SEATTLE SUPERSONICS,75.0,0.3467741935483871,0.23529411764705882,38
SEATTLE SUPERSONICS,240,29,69,1,7,16,24,7,24,13,5,3,16,17,2007-04-18,home,loss,75.0,DALLAS MAVERICKS,106.0,0.29591836734693877,0.125,31
PHILADELPHIA 76ERS,240,44,83,5,9,29,35,12,29,22,4,5,15,25,2007-04-18,away,win,122.0,TORONTO RAPTORS,119.0,0.3464566929133858,0.35714285714285715,41
TORONTO RAPTORS,240,46,86,7,19,20,25,9,24,32,8,3,12,27,2007-04-18,home,loss,119.0,PHILADELPHIA 76ERS,122.0,0.3484848484848485,0.2692307692307692,33
HOUSTON ROCKETS,240,31,74,6,25,23,26,5,20,17,8,2,11,29,2007-04-18,away,loss,91.0,UTAH JAZZ,101.0,0.29523809523809524,0.1935483870967742,25
UTAH JAZZ,240,36,73,4,11,25,35,11,34,23,5,0,16,22,2007-04-18,home,win,101.0,HOUSTON ROCKETS,91.0,0.3302752293577982,0.26666666666666666,45
