team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
LOS ANGELES LAKERS,315,46,100,5,18,27,36,13,43,16,8,11,17,30,2006-12-29,away,loss,124.0,CHARLOTTE BOBCATS,133.0,0.3150684931506849,0.21739130434782608,56
CHARLOTTE BOBCATS,315,47,112,6,22,33,38,20,44,26,6,5,15,32,2006-12-29,home,win,133.0,LOS ANGELES LAKERS,124.0,0.29559748427672955,0.21428571428571427,64
MILWAUKEE BUCKS,240,34,84,2,14,29,36,19,25,14,5,1,19,26,2006-12-29,away,loss,99.0,CLEVELAND CAVALIERS,109.0,0.288135593220339,0.125,44
CLEVELAND CAVALIERS,240,42,84,11,22,14,27,14,26,26,8,7,17,26,2006-12-29,home,win,109.0,MILWAUKEE BUCKS,99.0,0.3333333333333333,0.3333333333333333,40
INDIANA PACERS,240,34,84,6,21,19,24,13,29,24,13,6,12,19,2006-12-29,away,win,93.0,DETROIT PISTONS,92.0,0.288135593220339,0.2222222222222222,42
DETROIT PISTONS,240,35,83,6,13,16,22,16,39,15,4,8,19,21,2006-12-29,home,loss,92.0,INDIANA PACERS,93.0,0.2966101694915254,0.3157894736842105,55
BOSTON CELTICS,240,36,82,5,15,23,30,18,26,21,5,5,18,25,2006-12-29,away,loss,100.0,GOLDEN STATE WARRIORS,110.0,0.3050847457627119,0.25,44
GOLDEN STATE WARRIORS,240,38,83,7,23,27,35,16,26,28,8,9,13,24,2006-12-29,home,win,110.0,BOSTON CELTICS,100.0,0.3140495867768595,0.23333333333333334,42
ATLANTA HAWKS,240,25,72,0,11,18,30,10,27,13,5,1,14,26,2006-12-29,away,loss,68.0,HOUSTON ROCKETS,94.0,0.25773195876288657,0.0,37
HOUSTON ROCKETS,240,36,71,7,18,15,29,9,37,18,7,2,9,24,2006-12-29,home,win,94.0,ATLANTA HAWKS,68.0,0.3364485981308411,0.28,46
SACRAMENTO KINGS,240,32,76,3,15,26,33,9,25,20,8,6,11,17,2006-12-29,away,loss,93.0,LOS ANGELES CLIPPERS,102.0,0.2962962962962963,0.16666666666666666,34
LOS ANGELES CLIPPERS,240,36,73,4,10,26,30,7,31,19,6,8,17,26,2006-12-29,home,win,102.0,SACRAMENTO KINGS,93.0,0.3302752293577982,0.2857142857142857,38
NEW JERSEY NETS,240,34,73,8,21,15,17,11,29,22,7,3,16,21,2006-12-29,away,win,91.0,MIAMI HEAT,81.0,0.3177570093457944,0.27586206896551724,40
MIAMI HEAT,240,32,72,3,16,14,21,13,28,14,10,10,17,20,2006-12-29,home,loss,81.0,NEW JERSEY NETS,91.0,0.3076923076923077,0.15789473684210525,41
SEATTLE SUPERSONICS,240,31,88,3,17,17,21,10,28,18,8,3,14,19,2006-12-29,away,loss,82.0,MINNESOTA TIMBERWOLVES,101.0,0.2605042016806723,0.15,38
MINNESOTA TIMBERWOLVES,240,41,82,3,8,16,22,11,45,26,8,8,20,21,2006-12-29,home,win,101.0,SEATTLE SUPERSONICS,82.0,0.3333333333333333,0.2727272727272727,56
DENVER NUGGETS,240,33,89,7,26,16,19,13,33,13,9,3,14,23,2006-12-29,away,loss,89.0,NEW ORLEANS/OKLAHOMA CITY HORNETS,99.0,0.27049180327868855,0.21212121212121213,46
NEW ORLEANS/OKLAHOMA CITY HORNETS,240,38,81,5,10,18,23,6,41,25,8,6,17,20,2006-12-29,home,win,99.0,DENVER NUGGETS,89.0,0.31932773109243695,0.3333333333333333,47
NEW YORK KNICKS,240,34,91,3,13,15,21,20,32,11,6,3,16,18,2006-12-29,away,loss,86.0,PHOENIX SUNS,108.0,0.272,0.1875,52
PHOENIX SUNS,240,43,87,12,28,10,11,11,27,25,4,9,10,17,2006-12-29,home,win,108.0,NEW YORK KNICKS,86.0,0.33076923076923076,0.3,38
PHILADELPHIA 76ERS,240,36,74,3,7,23,35,8,27,22,8,4,8,19,2006-12-29,away,win,98.0,PORTLAND TRAIL BLAZERS,95.0,0.32727272727272727,0.3,35
PORTLAND TRAIL BLAZERS,240,36,74,10,20,13,19,8,29,15,5,4,15,28,2006-12-29,home,loss,95.0,PHILADELPHIA 76ERS,98.0,0.32727272727272727,0.3333333333333333,37
CHICAGO BULLS,240,43,72,8,14,13,18,3,35,24,8,3,20,23,2006-12-29,away,win,107.0,TORONTO RAPTORS,97.0,0.3739130434782609,0.36363636363636365,38
TORONTO RAPTORS,240,35,86,9,26,18,21,13,27,24,9,3,18,18,2006-12-29,home,loss,97.0,CHICAGO BULLS,107.0,0.2892561983471074,0.2571428571428571,40
ORLANDO MAGIC,240,42,81,8,13,19,25,10,21,23,9,1,13,32,2006-12-29,away,loss,111.0,WASHINGTON WIZARDS,112.0,0.34146341463414637,0.38095238095238093,31
WASHINGTON WIZARDS,240,38,70,3,11,33,41,9,28,18,6,4,16,22,2006-12-29,home,win,112.0,ORLANDO MAGIC,111.0,0.35185185185185186,0.21428571428571427,37
