team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
DETROIT PISTONS,240,38,80,7,17,9,14,12,32,23,12,8,12,23,away,win,92.0,DALLAS MAVERICKS,82.0
DALLAS MAVERICKS,240,31,74,4,14,16,22,7,29,13,7,3,14,16,home,loss,82.0,DETROIT PISTONS,92.0
PHOENIX SUNS,290,61,117,17,31,22,27,11,28,43,10,5,12,28,away,win,161.0,NEW JERSEY NETS,157.0
NEW JERSEY NETS,290,60,107,10,21,27,31,10,40,37,2,3,17,29,home,loss,157.0,PHOENIX SUNS,161.0
MIAMI HEAT,265,36,83,6,14,15,23,6,42,24,5,6,17,25,away,win,93.0,SACRAMENTO KINGS,91.0
SACRAMENTO KINGS,265,30,83,6,21,25,31,7,36,17,4,3,12,22,home,loss,91.0,MIAMI HEAT,93.0
