team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
SAN ANTONIO SPURS,240,36,74,5,20,16,19,7,33,22,7,6,18,19,away,win,93.0,BOSTON CELTICS,89.0
BOSTON CELTICS,240,36,82,3,7,14,15,12,23,15,8,3,12,20,home,loss,89.0,SAN ANTONIO SPURS,93.0
ORLANDO MAGIC,240,36,66,5,8,13,21,8,35,20,5,4,17,24,away,win,90.0,CLEVELAND CAVALIERS,79.0
CLEVELAND CAVALIERS,240,29,74,6,17,15,27,10,21,20,10,0,10,18,home,loss,79.0,ORLANDO MAGIC,90.0
MEMPHIS GRIZZLIES,240,37,81,2,11,22,31,11,34,24,8,4,20,29,away,loss,98.0,DENVER NUGGETS,115.0
DENVER NUGGETS,240,43,96,7,24,22,36,19,30,32,13,6,14,27,home,win,115.0,MEMPHIS GRIZZLIES,98.0
CHICAGO BULLS,240,33,73,6,13,19,26,10,26,18,5,3,21,29,away,loss,91.0,INDIANA PACERS,98.0
INDIANA PACERS,240,34,79,7,20,23,32,16,31,20,8,4,18,22,home,win,98.0,CHICAGO BULLS,91.0
GOLDEN STATE WARRIORS,240,42,88,5,18,14,20,10,26,19,18,6,20,29,away,loss,103.0,LOS ANGELES LAKERS,108.0
LOS ANGELES LAKERS,240,34,79,9,24,31,41,15,36,18,10,7,23,19,home,win,108.0,GOLDEN STATE WARRIORS,103.0
NEW YORK KNICKS,240,32,70,7,20,12,17,8,25,19,6,2,16,16,away,loss,83.0,MIAMI HEAT,101.0
MIAMI HEAT,240,43,81,10,23,5,10,15,30,28,9,6,13,21,home,win,101.0,NEW YORK KNICKS,83.0
NEW JERSEY NETS,240,36,80,7,23,8,16,9,36,25,6,7,14,20,away,loss,87.0,SACRAMENTO KINGS,88.0
SACRAMENTO KINGS,240,35,94,9,22,9,13,15,34,22,6,3,11,13,home,win,88.0,NEW JERSEY NETS,87.0
CHARLOTTE BOBCATS,240,33,76,7,23,11,17,9,23,25,6,4,15,22,away,loss,84.0,TORONTO RAPTORS,105.0
TORONTO RAPTORS,240,42,82,8,18,13,14,10,29,27,7,4,14,16,home,win,105.0,CHARLOTTE BOBCATS,84.0
MINNESOTA TIMBERWOLVES,240,35,76,7,19,14,19,7,28,20,6,4,15,17,away,loss,91.0,UTAH JAZZ,106.0
UTAH JAZZ,240,45,81,5,11,11,15,6,26,30,7,4,8,19,home,win,106.0,MINNESOTA TIMBERWOLVES,91.0
