team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
PHOENIX SUNS,240,36,75,9,22,8,12,6,29,30,2,4,15,18,2007-04-26,away,loss,89.0,LOS ANGELES LAKERS,95.0,0.32432432432432434,0.2903225806451613,35
LOS ANGELES LAKERS,240,34,81,5,15,22,28,19,25,15,4,7,12,15,2007-04-26,home,win,95.0,PHOENIX SUNS,89.0,0.2956521739130435,0.25,44
DETROIT PISTONS,240,34,78,8,13,17,23,12,35,15,8,6,8,19,2007-04-26,away,win,93.0,ORLANDO MAGIC,77.0,0.30357142857142855,0.38095238095238093,47
ORLANDO MAGIC,240,31,74,3,8,12,21,8,31,16,3,3,13,22,2007-04-26,home,loss,77.0,DETROIT PISTONS,93.0,0.29523809523809524,0.2727272727272727,39
HOUSTON ROCKETS,240,21,64,6,19,19,26,9,34,11,6,7,19,20,2007-04-26,away,loss,67.0,UTAH JAZZ,81.0,0.24705882352941178,0.24,43
UTAH JAZZ,240,33,85,2,15,13,18,15,29,19,12,4,11,19,2007-04-26,home,win,81.0,HOUSTON ROCKETS,67.0,0.2796610169491525,0.11764705882352941,44
