slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
ginobma01,Manu Ginóbili,SAN ANTONIO SPURS,AWAY,PHOENIX SUNS,WIN,1945,6,13,0,4,18,18,0,9,3,2,0,0,3,28.9
stoudam01,Amar'e Stoudemire,PHOENIX SUNS,HOME,SAN ANTONIO SPURS,LOSS,2590,11,23,0,0,6,6,3,7,1,0,1,0,2,21.1
howardw01,Dwight Howard,ORLANDO MAGIC,HOME,CLEVELAND CAVALIERS,WIN,2285,9,15,0,0,4,6,6,12,0,2,2,3,4,20.9
parketo01,Tony Parker,SAN ANTONIO SPURS,AWAY,PHOENIX SUNS,WIN,2062,12,21,0,1,2,2,0,3,5,2,0,2,3,19.3
nashst01,Steve Nash,PHOENIX SUNS,HOME,SAN ANTONIO SPURS,LOSS,2573,5,12,1,1,5,5,0,2,18,0,1,3,4,18.9
hillgr01,Grant Hill,PHOENIX SUNS,HOME,SAN ANTONIO SPURS,LOSS,2174,9,12,0,0,2,3,0,10,0,1,1,1,3,17.3
duncati01,Tim Duncan,SAN ANTONIO SPURS,AWAY,PHOENIX SUNS,WIN,2473,6,16,0,0,8,12,6,9,4,1,1,3,2,17.2
jamesle01,LeBron James,CLEVELAND CAVALIERS,AWAY,ORLANDO MAGIC,LOSS,2261,10,27,0,2,3,6,1,7,8,1,1,2,1,14.6
nelsoja01,Jameer Nelson,ORLANDO MAGIC,HOME,CLEVELAND CAVALIERS,WIN,1858,6,11,4,6,2,2,0,3,3,0,0,1,2,13.9
lewisra02,Rashard Lewis,ORLANDO MAGIC,HOME,CLEVELAND CAVALIERS,WIN,2537,6,16,3,10,4,4,2,3,5,0,1,3,1,13.3
hicksjj01,J.J. Hickson,CLEVELAND CAVALIERS,AWAY,ORLANDO MAGIC,LOSS,1442,6,9,0,0,1,2,1,6,1,1,1,0,3,12.4
szczewa02,Wally Szczerbiak,CLEVELAND CAVALIERS,AWAY,ORLANDO MAGIC,LOSS,1294,5,6,3,3,1,2,0,1,0,0,1,0,0,12.4
turkohe01,Hedo Türkoğlu,ORLANDO MAGIC,HOME,CLEVELAND CAVALIERS,WIN,2530,8,22,3,10,0,0,0,11,2,1,0,2,3,9.3
varejan01,Anderson Varejão,CLEVELAND CAVALIERS,AWAY,ORLANDO MAGIC,LOSS,1904,3,6,0,0,3,5,3,5,0,0,1,0,2,8.7
barnema02,Matt Barnes,PHOENIX SUNS,HOME,SAN ANTONIO SPURS,LOSS,1162,5,8,3,4,0,2,0,1,1,0,0,0,3,8.4
