slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
thomati01,Tim Thomas,NEW YORK KNICKS,HOME,LOS ANGELES LAKERS,WIN,2455,13,19,4,5,5,7,1,3,1,1,0,1,4,26.8
bryanko01,Kobe Bryant,LOS ANGELES LAKERS,AWAY,NEW YORK KNICKS,LOSS,2782,7,17,2,5,14,17,2,3,8,1,2,7,4,21.4
odomla01,Lamar Odom,LOS ANGELES LAKERS,AWAY,NEW YORK KNICKS,LOSS,3004,8,20,3,5,7,9,3,12,6,1,2,5,3,20.5
nowitdi01,Dirk Nowitzki,DALLAS MAVERICKS,HOME,NEW ORLEANS HORNETS,WIN,2251,9,19,2,6,8,8,1,10,1,1,3,5,3,19.6
ilgauzy01,Zydrunas Ilgauskas,CLEVELAND CAVALIERS,HOME,SAN ANTONIO SPURS,LOSS,2441,10,21,0,1,6,7,4,4,4,0,3,3,4,19.2
parketo01,Tony Parker,SAN ANTONIO SPURS,AWAY,CLEVELAND CAVALIERS,WIN,2264,8,16,0,2,3,3,3,5,10,1,0,3,1,19.2
thomaku01,Kurt Thomas,NEW YORK KNICKS,HOME,LOS ANGELES LAKERS,WIN,2519,7,14,0,0,1,2,3,9,6,1,3,1,4,17.1
atkinch01,Chucky Atkins,LOS ANGELES LAKERS,AWAY,NEW YORK KNICKS,LOSS,2808,8,13,5,8,1,2,0,2,3,1,0,1,4,16.8
mcleoke01,Keith McLeod,UTAH JAZZ,HOME,LOS ANGELES CLIPPERS,WIN,2131,3,11,0,1,12,14,0,4,8,1,1,2,2,16.4
sweetmi01,Mike Sweetney,NEW YORK KNICKS,HOME,LOS ANGELES LAKERS,WIN,1805,9,15,0,0,1,2,4,8,0,2,0,1,4,16.3
marbust01,Stephon Marbury,NEW YORK KNICKS,HOME,LOS ANGELES LAKERS,WIN,2553,5,18,1,6,8,10,1,2,12,3,0,4,2,15.5
kirilan01,Andrei Kirilenko,UTAH JAZZ,HOME,LOS ANGELES CLIPPERS,WIN,2134,3,9,1,3,4,4,1,2,6,4,2,1,2,15.0
rebraze01,Željko Rebrača,LOS ANGELES CLIPPERS,AWAY,UTAH JAZZ,LOSS,1550,4,5,0,0,4,5,2,5,2,0,1,0,4,13.1
goodedr01,Drew Gooden,CLEVELAND CAVALIERS,HOME,SAN ANTONIO SPURS,LOSS,2320,5,13,0,0,0,0,3,9,3,3,1,0,2,12.7
duncati01,Tim Duncan,SAN ANTONIO SPURS,AWAY,CLEVELAND CAVALIERS,WIN,1913,9,17,0,0,2,4,2,9,3,0,1,4,4,12.2
maggeco01,Corey Maggette,LOS ANGELES CLIPPERS,AWAY,UTAH JAZZ,LOSS,2314,3,8,0,0,10,10,1,4,1,2,0,4,2,11.4
armstda01,Darrell Armstrong,DALLAS MAVERICKS,HOME,NEW ORLEANS HORNETS,WIN,1454,0,0,0,0,6,6,0,1,5,4,0,2,3,10.6
newblir01,Ira Newble,CLEVELAND CAVALIERS,HOME,SAN ANTONIO SPURS,LOSS,1932,4,5,0,0,2,2,1,3,2,1,1,2,1,10.4
jamesle01,LeBron James,CLEVELAND CAVALIERS,HOME,SAN ANTONIO SPURS,LOSS,2681,6,22,1,4,7,10,1,7,7,0,0,2,3,10.3
bellra01,Raja Bell,UTAH JAZZ,HOME,LOS ANGELES CLIPPERS,WIN,1768,6,8,0,0,2,2,1,4,1,1,0,3,3,10.2
brownpj01,P.J. Brown,NEW ORLEANS HORNETS,AWAY,DALLAS MAVERICKS,LOSS,2449,4,7,0,0,4,4,4,10,1,0,1,4,5,9.9
arizatr01,Trevor Ariza,NEW YORK KNICKS,HOME,LOS ANGELES LAKERS,WIN,725,3,3,0,0,4,4,0,1,0,2,0,2,0,9.4
daniema01,Marquis Daniels,DALLAS MAVERICKS,HOME,NEW ORLEANS HORNETS,WIN,2317,3,8,0,1,7,9,1,4,4,1,1,4,2,9.4
brandel01,Elton Brand,LOS ANGELES CLIPPERS,AWAY,UTAH JAZZ,LOSS,1988,4,13,0,0,2,3,7,1,3,0,2,0,4,9.2
bowenbr01,Bruce Bowen,SAN ANTONIO SPURS,AWAY,CLEVELAND CAVALIERS,WIN,2340,4,9,3,4,0,2,3,4,0,0,1,0,1,9.1
butleca01,Caron Butler,LOS ANGELES LAKERS,AWAY,NEW YORK KNICKS,LOSS,2043,6,12,1,1,1,2,2,7,0,1,0,2,3,8.9
grantbr01,Brian Grant,LOS ANGELES LAKERS,AWAY,NEW YORK KNICKS,LOSS,1509,3,6,0,0,3,3,3,4,2,0,2,2,3,8.9
ginobma01,Manu Ginóbili,SAN ANTONIO SPURS,AWAY,CLEVELAND CAVALIERS,WIN,1807,4,9,0,2,9,14,1,1,3,1,0,4,4,8.8
nestera01,Rasho Nesterović,SAN ANTONIO SPURS,AWAY,CLEVELAND CAVALIERS,WIN,1949,4,7,0,0,0,0,2,4,2,0,3,0,5,8.8
