slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
gasolpa01,Pau Gasol,MEMPHIS GRIZZLIES,HOME,PHILADELPHIA 76ERS,WIN,2307,12,19,0,0,10,11,5,10,2,1,3,2,1,33.7
moblecu01,Cuttino Mobley,ORLANDO MAGIC,AWAY,NEW YORK KNICKS,WIN,2132,10,21,6,10,8,10,2,4,2,4,1,2,3,28.0
webbech01,Chris Webber,SACRAMENTO KINGS,HOME,INDIANA PACERS,WIN,1875,13,19,0,2,3,4,3,5,4,4,0,2,3,27.7
jonesed02,Eddie Jones,MIAMI HEAT,AWAY,CHICAGO BULLS,WIN,2091,7,11,3,5,4,5,0,5,5,2,2,0,1,23.7
garneke01,Kevin Garnett,MINNESOTA TIMBERWOLVES,AWAY,PHOENIX SUNS,WIN,2633,11,25,0,0,1,3,11,8,8,3,1,6,3,21.3
marbust01,Stephon Marbury,NEW YORK KNICKS,HOME,ORLANDO MAGIC,LOSS,2406,11,21,1,7,5,8,1,2,8,4,0,5,3,21.2
hughela01,Larry Hughes,WASHINGTON WIZARDS,AWAY,ATLANTA HAWKS,WIN,1561,8,16,1,3,2,2,2,2,5,6,0,2,1,20.1
butleca01,Caron Butler,LOS ANGELES LAKERS,HOME,GOLDEN STATE WARRIORS,WIN,2256,11,20,0,0,5,6,1,3,2,2,1,2,2,19.9
francst01,Steve Francis,ORLANDO MAGIC,AWAY,NEW YORK KNICKS,WIN,2336,9,22,0,1,8,8,0,7,6,4,0,5,0,19.5
walkean02,Antoine Walker,ATLANTA HAWKS,HOME,WASHINGTON WIZARDS,LOSS,2049,8,23,1,5,9,11,6,5,0,1,1,0,1,19.3
arenagi01,Gilbert Arenas,WASHINGTON WIZARDS,AWAY,ATLANTA HAWKS,WIN,1561,4,7,2,3,3,3,0,4,8,4,0,1,2,18.7
millebr01,Brad Miller,SACRAMENTO KINGS,HOME,INDIANA PACERS,WIN,1717,6,10,0,0,5,5,6,7,1,1,1,2,1,18.7
laettch01,Christian Laettner,MIAMI HEAT,AWAY,CHICAGO BULLS,WIN,1666,10,13,1,1,2,2,1,2,0,0,2,1,3,18.4
mariosh01,Shawn Marion,PHOENIX SUNS,HOME,MINNESOTA TIMBERWOLVES,LOSS,2542,9,21,0,4,3,4,8,10,1,2,0,1,4,18.2
hinriki01,Kirk Hinrich,CHICAGO BULLS,HOME,MIAMI HEAT,LOSS,2294,5,12,3,6,4,4,0,3,4,3,1,0,3,16.8
thomaku01,Kurt Thomas,NEW YORK KNICKS,HOME,ORLANDO MAGIC,LOSS,2037,8,10,0,0,0,0,3,4,1,0,1,0,1,16.5
nashst01,Steve Nash,PHOENIX SUNS,HOME,MINNESOTA TIMBERWOLVES,LOSS,2265,9,17,0,3,4,4,1,2,8,0,0,3,3,16.4
stoudam01,Amar'e Stoudemire,PHOENIX SUNS,HOME,MINNESOTA TIMBERWOLVES,LOSS,2232,11,21,0,0,6,7,1,3,2,0,1,3,4,16.4
iversal01,Allen Iverson,PHILADELPHIA 76ERS,AWAY,MEMPHIS GRIZZLIES,LOSS,2364,8,27,1,4,8,10,0,2,3,7,0,2,0,16.2
