slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
garneke01,Kevin Garnett,MINNESOTA TIMBERWOLVES,HOME,MEMPHIS GRIZZLIES,LOSS,2348,10,16,0,1,10,13,2,8,4,3,1,3,5,26.9
abdursh01,Shareef Abdur-Rahim,PORTLAND TRAIL BLAZERS,HOME,GOLDEN STATE WARRIORS,WIN,2736,10,14,0,0,6,7,2,7,2,2,1,1,3,25.2
marbust01,Stephon Marbury,NEW YORK KNICKS,HOME,NEW JERSEY NETS,LOSS,2552,10,19,4,10,7,10,0,4,8,3,0,5,2,24.5
gasolpa01,Pau Gasol,MEMPHIS GRIZZLIES,AWAY,MINNESOTA TIMBERWOLVES,WIN,2099,9,10,0,0,5,7,2,2,3,1,3,2,3,22.8
wadedw01,Dwyane Wade,MIAMI HEAT,HOME,CHARLOTTE BOBCATS,WIN,2333,11,16,0,0,4,10,0,3,9,1,1,3,2,21.9
hinriki01,Kirk Hinrich,CHICAGO BULLS,HOME,ORLANDO MAGIC,WIN,2092,6,13,3,6,3,3,0,4,9,3,0,2,3,18.6
mohamna01,Nazr Mohammed,NEW YORK KNICKS,HOME,NEW JERSEY NETS,LOSS,2141,7,13,0,0,4,6,4,9,1,2,2,1,3,18.3
szczewa02,Wally Szczerbiak,MINNESOTA TIMBERWOLVES,HOME,MEMPHIS GRIZZLIES,LOSS,2277,10,14,2,2,0,1,2,5,3,1,0,4,0,17.8
murphtr01,Troy Murphy,GOLDEN STATE WARRIORS,AWAY,PORTLAND TRAIL BLAZERS,LOSS,2586,6,16,3,5,4,4,7,10,0,0,1,1,1,17.4
krstine01,Nenad Krstić,NEW JERSEY NETS,AWAY,NEW YORK KNICKS,WIN,2478,5,7,0,0,2,4,3,4,2,1,4,0,1,16.4
watsoea01,Earl Watson,MEMPHIS GRIZZLIES,AWAY,MINNESOTA TIMBERWOLVES,WIN,1910,7,10,5,5,1,2,0,3,8,1,0,6,2,16.1
patteru01,Ruben Patterson,PORTLAND TRAIL BLAZERS,HOME,GOLDEN STATE WARRIORS,WIN,1707,5,9,0,1,8,12,2,6,3,0,0,1,1,16.0
wellsbo01,Bonzi Wells,MEMPHIS GRIZZLIES,AWAY,MINNESOTA TIMBERWOLVES,WIN,2014,7,13,3,5,1,1,0,8,3,3,2,3,4,16.0
okafoem01,Emeka Okafor,CHARLOTTE BOBCATS,AWAY,MIAMI HEAT,LOSS,1975,6,12,0,0,5,12,3,7,0,3,1,0,4,14.5
hartja01,Jason Hart,CHARLOTTE BOBCATS,AWAY,MIAMI HEAT,LOSS,1576,6,8,0,1,2,2,1,2,5,1,0,2,1,14.2
stoudda01,Damon Stoudamire,PORTLAND TRAIL BLAZERS,HOME,GOLDEN STATE WARRIORS,WIN,1723,6,12,4,4,3,5,0,1,5,0,0,1,2,14.2
gordobe01,Ben Gordon,CHICAGO BULLS,HOME,ORLANDO MAGIC,WIN,1647,6,13,3,8,3,3,0,3,5,1,0,2,2,13.9
robincl02,Clifford Robinson,GOLDEN STATE WARRIORS,AWAY,PORTLAND TRAIL BLAZERS,LOSS,2218,4,10,1,5,3,4,1,4,5,0,4,0,2,13.6
curryed01,Eddy Curry,CHICAGO BULLS,HOME,ORLANDO MAGIC,WIN,1891,8,12,0,0,6,8,1,7,1,0,2,6,4,13.3
claxtsp01,Speedy Claxton,GOLDEN STATE WARRIORS,AWAY,PORTLAND TRAIL BLAZERS,LOSS,2199,4,11,1,2,2,5,2,5,10,3,0,1,6,13.2
jonesda01,Damon Jones,MIAMI HEAT,HOME,CHARLOTTE BOBCATS,WIN,1906,4,8,4,8,0,0,0,1,5,1,1,0,1,13.1
denglu01,Luol Deng,CHICAGO BULLS,HOME,ORLANDO MAGIC,WIN,1657,6,10,0,0,3,5,2,5,1,1,0,2,0,12.2
telfase01,Sebastian Telfair,PORTLAND TRAIL BLAZERS,HOME,GOLDEN STATE WARRIORS,WIN,1479,5,11,0,0,4,5,1,4,5,0,0,1,2,11.5
jefferi01,Richard Jefferson,NEW JERSEY NETS,AWAY,NEW YORK KNICKS,WIN,2235,6,13,2,4,3,4,1,5,4,0,0,2,4,11.3
wrighlo02,Lorenzen Wright,MEMPHIS GRIZZLIES,AWAY,MINNESOTA TIMBERWOLVES,WIN,1239,5,7,0,0,2,2,2,3,0,0,1,0,2,11.3
buforro01,Rodney Buford,NEW JERSEY NETS,AWAY,NEW YORK KNICKS,WIN,1509,6,8,1,1,0,0,1,3,0,1,0,1,1,11.0
hillgr01,Grant Hill,ORLANDO MAGIC,AWAY,CHICAGO BULLS,LOSS,1761,5,9,0,0,6,9,0,3,0,2,0,2,1,11.0
smithth01,Theron Smith,CHARLOTTE BOBCATS,AWAY,MIAMI HEAT,LOSS,1171,2,3,1,1,4,4,2,3,2,0,0,0,1,11.0
catoke01,Kelvin Cato,ORLANDO MAGIC,AWAY,CHICAGO BULLS,LOSS,1297,4,8,0,0,5,6,1,5,1,1,1,1,4,10.6
jonesed02,Eddie Jones,MIAMI HEAT,HOME,CHARLOTTE BOBCATS,WIN,2441,5,14,3,6,0,0,3,3,2,2,2,2,1,10.6
hasleud01,Udonis Haslem,MIAMI HEAT,HOME,CHARLOTTE BOBCATS,WIN,1963,5,7,0,0,1,3,1,8,1,1,0,0,4,10.5
laettch01,Christian Laettner,MIAMI HEAT,HOME,CHARLOTTE BOBCATS,WIN,1368,4,4,0,0,2,2,2,2,3,0,0,2,1,10.5
howardw01,Dwight Howard,ORLANDO MAGIC,AWAY,CHICAGO BULLS,LOSS,1871,4,9,0,0,2,6,8,4,2,1,3,4,2,10.2
sprewla01,Latrell Sprewell,MINNESOTA TIMBERWOLVES,HOME,MEMPHIS GRIZZLIES,LOSS,2336,7,13,1,6,2,2,0,1,4,1,0,4,3,9.6
dunlemi02,Mike Dunleavy,GOLDEN STATE WARRIORS,AWAY,PORTLAND TRAIL BLAZERS,LOSS,2089,5,13,0,2,2,4,4,7,2,1,2,1,6,9.4
francst01,Steve Francis,ORLANDO MAGIC,AWAY,CHICAGO BULLS,LOSS,1859,3,12,0,0,6,6,1,4,5,1,0,1,3,9.0
collija04,Jason Collins,NEW JERSEY NETS,AWAY,NEW YORK KNICKS,WIN,1850,4,6,0,0,1,2,0,2,1,2,3,1,4,8.8
kiddja01,Jason Kidd,NEW JERSEY NETS,AWAY,NEW YORK KNICKS,WIN,2091,4,11,0,3,5,7,1,3,3,1,0,1,3,8.6
cartevi01,Vince Carter,NEW JERSEY NETS,AWAY,NEW YORK KNICKS,WIN,2354,6,18,2,4,2,4,0,6,5,2,1,3,4,8.4
butlera01,Rasual Butler,MIAMI HEAT,HOME,CHARLOTTE BOBCATS,WIN,841,4,5,1,1,1,2,0,3,0,0,0,0,1,8.2
griffed01,Eddie Griffin,MINNESOTA TIMBERWOLVES,HOME,MEMPHIS GRIZZLIES,LOSS,1085,4,8,1,3,0,0,0,3,1,1,3,1,2,7.9
chandty01,Tyson Chandler,CHICAGO BULLS,HOME,ORLANDO MAGIC,WIN,1111,3,4,0,0,0,0,4,1,1,2,0,1,5,7.2
cardibr01,Brian Cardinal,MEMPHIS GRIZZLIES,AWAY,MINNESOTA TIMBERWOLVES,WIN,1293,2,4,0,0,0,0,1,0,2,3,1,0,3,6.6
hudsotr01,Troy Hudson,MINNESOTA TIMBERWOLVES,HOME,MEMPHIS GRIZZLIES,LOSS,1028,3,8,1,3,2,3,1,0,3,0,0,0,1,6.6
zhizhwa01,Wang Zhizhi,MIAMI HEAT,HOME,CHARLOTTE BOBCATS,WIN,302,2,4,1,1,2,2,0,2,0,1,0,0,0,6.6
kaponja01,Jason Kapono,CHARLOTTE BOBCATS,AWAY,MIAMI HEAT,LOSS,1105,3,10,1,2,2,2,2,3,0,1,0,0,0,6.5
rushka01,Kareem Rush,CHARLOTTE BOBCATS,AWAY,MIAMI HEAT,LOSS,1596,4,11,2,4,0,0,0,1,3,0,0,0,0,6.3
kasunma01,Mario Kasun,ORLANDO MAGIC,AWAY,CHICAGO BULLS,LOSS,733,3,3,0,0,1,2,1,3,0,1,1,2,2,6.2
onealsh01,Shaquille O'Neal,MIAMI HEAT,HOME,CHARLOTTE BOBCATS,WIN,1400,7,13,0,0,2,5,0,3,0,1,1,3,5,6.1
houstal01,Allan Houston,NEW YORK KNICKS,HOME,NEW JERSEY NETS,LOSS,1930,3,8,2,7,0,0,0,1,3,1,0,1,0,6.0
outlatr01,Travis Outlaw,PORTLAND TRAIL BLAZERS,HOME,GOLDEN STATE WARRIORS,WIN,626,1,5,0,0,1,4,3,3,0,1,5,0,1,5.8
fishede01,Derek Fisher,GOLDEN STATE WARRIORS,AWAY,PORTLAND TRAIL BLAZERS,LOSS,1407,4,12,2,4,0,0,1,0,3,1,0,0,4,5.4
augmost01,Stacey Augmon,ORLANDO MAGIC,AWAY,CHICAGO BULLS,LOSS,916,2,3,0,0,2,3,1,1,2,0,0,1,1,5.3
besttr01,Travis Best,NEW JERSEY NETS,AWAY,NEW YORK KNICKS,WIN,789,3,7,0,0,2,2,0,1,3,1,0,2,1,5.3
nocioan01,Andrés Nocioni,CHICAGO BULLS,HOME,ORLANDO MAGIC,WIN,931,3,6,0,0,3,4,1,1,0,0,2,2,2,5.2
cheanca01,Calbert Cheaney,GOLDEN STATE WARRIORS,AWAY,PORTLAND TRAIL BLAZERS,LOSS,1402,5,11,0,1,0,0,1,2,1,1,0,1,3,5.1
battish01,Shane Battier,MEMPHIS GRIZZLIES,AWAY,MINNESOTA TIMBERWOLVES,WIN,2270,3,10,1,5,2,4,1,2,4,0,1,1,3,5.0
willija02,Jason Williams,MEMPHIS GRIZZLIES,AWAY,MINNESOTA TIMBERWOLVES,WIN,970,3,6,0,2,2,2,0,1,2,1,0,2,2,4.9
