slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
bryanko01,Kobe Bryant,LOS ANGELES LAKERS,HOME,MIAMI HEAT,LOSS,2999,12,30,5,13,13,13,0,3,6,1,0,9,4,21.3
wadedw01,Dwyane Wade,MIAMI HEAT,AWAY,LOS ANGELES LAKERS,WIN,2802,10,26,0,0,9,10,0,3,10,2,1,4,1,20.6
millere01,Reggie Miller,INDIANA PACERS,HOME,DETROIT PISTONS,LOSS,2326,10,16,2,5,2,2,0,0,3,2,0,1,2,19.1
odomla01,Lamar Odom,LOS ANGELES LAKERS,HOME,MIAMI HEAT,LOSS,2802,9,15,4,6,2,4,3,8,4,1,2,5,5,19.0
onealsh01,Shaquille O'Neal,MIAMI HEAT,AWAY,LOS ANGELES LAKERS,WIN,2335,11,19,0,0,2,7,4,7,3,0,3,1,6,18.8
hamilri01,Richard Hamilton,DETROIT PISTONS,AWAY,INDIANA PACERS,WIN,2330,9,16,0,0,7,8,1,1,5,0,0,2,3,18.3
princta01,Tayshaun Prince,DETROIT PISTONS,AWAY,INDIANA PACERS,WIN,2309,6,10,0,0,6,6,1,7,2,0,1,2,1,15.9
fosteje01,Jeff Foster,INDIANA PACERS,HOME,DETROIT PISTONS,LOSS,1630,4,6,0,0,2,2,5,11,0,1,0,1,3,13.0
jonesda01,Damon Jones,MIAMI HEAT,AWAY,LOS ANGELES LAKERS,WIN,2582,4,7,3,6,0,0,0,5,4,1,0,0,0,13.0
jonesed02,Eddie Jones,MIAMI HEAT,AWAY,LOS ANGELES LAKERS,WIN,2960,6,14,4,5,2,2,0,7,0,2,0,0,5,12.7
billuch01,Chauncey Billups,DETROIT PISTONS,AWAY,INDIANA PACERS,WIN,2320,6,16,4,6,4,5,1,3,5,1,0,4,1,12.5
mihmch01,Chris Mihm,LOS ANGELES LAKERS,HOME,MIAMI HEAT,LOSS,2200,5,8,0,0,1,2,4,10,2,0,0,0,5,12.2
jonesfr01,Fred Jones,INDIANA PACERS,HOME,DETROIT PISTONS,LOSS,1928,5,9,3,5,2,2,1,2,1,0,0,0,4,11.1
hasleud01,Udonis Haslem,MIAMI HEAT,AWAY,LOS ANGELES LAKERS,WIN,2145,5,9,0,0,1,2,3,8,1,1,1,1,3,11.0
onealje01,Jermaine O'Neal,INDIANA PACERS,HOME,DETROIT PISTONS,LOSS,2252,7,19,0,0,7,10,0,7,1,0,5,3,4,11.0
mcdyean01,Antonio McDyess,DETROIT PISTONS,AWAY,INDIANA PACERS,WIN,1580,4,9,0,0,5,5,3,5,0,1,1,2,3,10.4
wallara01,Rasheed Wallace,DETROIT PISTONS,AWAY,INDIANA PACERS,WIN,1834,5,15,1,1,5,8,6,0,0,1,1,1,5,9.2
atkinch01,Chucky Atkins,LOS ANGELES LAKERS,HOME,MIAMI HEAT,LOSS,2836,4,12,4,9,0,0,0,2,7,0,0,1,2,8.9
laettch01,Christian Laettner,MIAMI HEAT,AWAY,LOS ANGELES LAKERS,WIN,1526,2,4,0,0,3,4,1,3,1,2,0,0,1,8.5
wallabe01,Ben Wallace,DETROIT PISTONS,AWAY,INDIANA PACERS,WIN,2138,3,10,0,0,0,0,5,6,2,1,2,1,4,6.7
jonesju01,Jumaine Jones,LOS ANGELES LAKERS,HOME,MIAMI HEAT,LOSS,2854,4,8,1,5,0,0,0,6,1,0,0,0,3,6.3
tinslja01,Jamaal Tinsley,INDIANA PACERS,HOME,DETROIT PISTONS,LOSS,1806,3,10,0,2,2,2,0,0,13,1,0,4,6,5.9
croshau01,Austin Croshere,INDIANA PACERS,HOME,DETROIT PISTONS,LOSS,1480,2,5,0,2,1,2,3,5,2,1,1,2,3,5.4
doleami01,Michael Doleac,MIAMI HEAT,AWAY,LOS ANGELES LAKERS,WIN,355,2,3,0,0,0,0,1,0,0,0,0,0,0,3.4
johnsan02,Anthony Johnson,INDIANA PACERS,HOME,DETROIT PISTONS,LOSS,1074,1,4,0,0,0,2,0,1,2,2,1,0,0,3.2
jonesja02,James Jones,INDIANA PACERS,HOME,DETROIT PISTONS,LOSS,979,1,3,1,3,0,0,0,2,1,1,0,0,2,2.8
currymi01,Michael Curry,INDIANA PACERS,HOME,DETROIT PISTONS,LOSS,555,1,2,0,0,0,0,0,0,0,1,0,0,1,1.6
brownti01,Tierre Brown,LOS ANGELES LAKERS,HOME,MIAMI HEAT,LOSS,347,1,3,0,0,0,0,0,1,1,0,0,0,0,1.3
duprero01,Ronald Dupree,DETROIT PISTONS,AWAY,INDIANA PACERS,WIN,360,0,1,0,0,0,0,1,4,0,0,0,0,0,1.2
harrida01,David Harrison,INDIANA PACERS,HOME,DETROIT PISTONS,LOSS,371,1,2,0,0,1,2,1,1,0,0,0,1,2,0.8
grantbr01,Brian Grant,LOS ANGELES LAKERS,HOME,MIAMI HEAT,LOSS,557,0,1,0,0,0,0,1,1,0,1,0,0,3,0.1
hunteli01,Lindsey Hunter,DETROIT PISTONS,AWAY,INDIANA PACERS,WIN,1317,0,3,0,0,0,0,1,4,1,2,0,2,1,0.1
hamda01,Darvin Ham,DETROIT PISTONS,AWAY,INDIANA PACERS,WIN,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
doolike01,Keyon Dooling,MIAMI HEAT,AWAY,LOS ANGELES LAKERS,WIN,598,0,2,0,1,0,0,0,0,1,1,0,0,1,-0.1
cookbr01,Brian Cook,LOS ANGELES LAKERS,HOME,MIAMI HEAT,LOSS,801,1,4,0,2,0,0,0,2,0,0,0,0,1,-0.2
waltolu01,Luke Walton,LOS ANGELES LAKERS,HOME,MIAMI HEAT,LOSS,504,0,1,0,1,0,0,0,3,0,0,0,0,1,-0.2
campbel01,Elden Campbell,DETROIT PISTONS,AWAY,INDIANA PACERS,WIN,150,0,1,0,0,0,0,0,0,0,0,0,0,1,-1.1
andersh01,Shandon Anderson,MIAMI HEAT,AWAY,LOS ANGELES LAKERS,WIN,341,0,2,0,1,0,0,0,0,0,0,0,1,1,-2.8
butlera01,Rasual Butler,MIAMI HEAT,AWAY,LOS ANGELES LAKERS,WIN,257,0,4,0,1,0,0,0,0,0,0,0,0,0,-2.8
