slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
anthoca01,Carmelo Anthony,DENVER NUGGETS,HOME,LOS ANGELES CLIPPERS,WIN,2315,12,25,0,2,9,10,3,2,6,4,0,3,5,25.8
bellra01,Raja Bell,PHOENIX SUNS,AWAY,PORTLAND TRAIL BLAZERS,WIN,2462,10,19,7,12,3,3,0,2,4,1,0,1,3,22.9
stoudam01,Amar'e Stoudemire,PHOENIX SUNS,AWAY,PORTLAND TRAIL BLAZERS,WIN,1761,8,9,0,0,4,4,2,9,1,4,0,1,6,22.3
diawbo01,Boris Diaw,PHOENIX SUNS,AWAY,PORTLAND TRAIL BLAZERS,WIN,1942,7,8,1,1,2,3,3,5,4,0,0,1,1,18.8
duncati01,Tim Duncan,SAN ANTONIO SPURS,AWAY,SEATTLE SUPERSONICS,WIN,1970,7,11,0,0,4,4,7,9,6,0,0,6,3,17.7
smithjr01,J.R. Smith,DENVER NUGGETS,HOME,LOS ANGELES CLIPPERS,WIN,2140,7,15,2,8,7,9,3,0,2,2,1,2,3,17.5
millean02,Andre Miller,DENVER NUGGETS,HOME,LOS ANGELES CLIPPERS,WIN,2242,7,9,0,0,0,0,2,1,10,2,0,4,1,16.8
nashst01,Steve Nash,PHOENIX SUNS,AWAY,PORTLAND TRAIL BLAZERS,WIN,2127,9,19,2,5,3,3,0,1,10,1,0,4,2,16.8
jacksst02,Stephen Jackson,INDIANA PACERS,AWAY,TORONTO RAPTORS,LOSS,2157,7,12,2,3,2,3,0,2,3,1,1,0,1,16.0
cartevi01,Vince Carter,NEW JERSEY NETS,AWAY,LOS ANGELES LAKERS,LOSS,2434,6,14,0,0,9,10,3,8,1,1,0,2,5,15.4
outlatr01,Travis Outlaw,PORTLAND TRAIL BLAZERS,HOME,PHOENIX SUNS,LOSS,2716,8,17,1,1,5,6,0,3,3,2,1,2,3,15.4
maggeco01,Corey Maggette,LOS ANGELES CLIPPERS,AWAY,DENVER NUGGETS,LOSS,2246,6,17,0,2,10,10,6,6,1,2,1,5,4,15.3
krstine01,Nenad Krstić,NEW JERSEY NETS,AWAY,LOS ANGELES LAKERS,LOSS,2204,9,15,0,0,2,2,1,4,3,1,0,1,5,15.1
odomla01,Lamar Odom,LOS ANGELES LAKERS,HOME,NEW JERSEY NETS,WIN,2461,6,16,3,8,6,8,2,4,4,1,2,3,3,15.0
kiddja01,Jason Kidd,NEW JERSEY NETS,AWAY,LOS ANGELES LAKERS,LOSS,2328,3,7,1,1,0,0,1,7,16,2,2,5,2,14.9
mariosh01,Shawn Marion,PHOENIX SUNS,AWAY,PORTLAND TRAIL BLAZERS,WIN,2262,7,14,1,4,2,4,1,5,4,2,1,2,2,14.1
parketo01,Tony Parker,SAN ANTONIO SPURS,AWAY,SEATTLE SUPERSONICS,WIN,1995,10,18,0,0,0,0,0,2,5,1,0,2,1,14.1
obertfa01,Fabricio Oberto,SAN ANTONIO SPURS,AWAY,SEATTLE SUPERSONICS,WIN,1436,7,8,0,0,2,2,0,5,0,1,0,1,3,13.5
brownkw01,Kwame Brown,LOS ANGELES LAKERS,HOME,NEW JERSEY NETS,WIN,1527,5,6,0,0,3,5,3,6,1,1,2,2,4,13.4
waltolu01,Luke Walton,LOS ANGELES LAKERS,HOME,NEW JERSEY NETS,WIN,2344,4,7,2,2,0,0,0,4,6,1,1,0,1,13.4
onealje01,Jermaine O'Neal,INDIANA PACERS,AWAY,TORONTO RAPTORS,LOSS,2270,5,12,0,0,5,6,2,9,3,1,3,3,4,12.9
parkesm01,Smush Parker,LOS ANGELES LAKERS,HOME,NEW JERSEY NETS,WIN,1913,5,10,2,5,1,2,2,1,4,2,0,1,1,12.7
allenra02,Ray Allen,SEATTLE SUPERSONICS,HOME,SAN ANTONIO SPURS,LOSS,2371,9,20,0,4,3,3,2,1,1,1,1,2,1,12.3
caldejo01,José Calderón,TORONTO RAPTORS,HOME,INDIANA PACERS,WIN,1535,5,9,0,0,3,4,0,1,5,2,0,1,2,12.3
brandel01,Elton Brand,LOS ANGELES CLIPPERS,AWAY,DENVER NUGGETS,LOSS,1881,8,14,0,0,0,1,3,6,3,2,0,4,2,12.2
udokaim01,Ime Udoka,PORTLAND TRAIL BLAZERS,HOME,PHOENIX SUNS,LOSS,1677,4,8,1,2,3,3,2,3,1,2,0,0,2,12.2
rodrise01,Sergio Rodríguez,PORTLAND TRAIL BLAZERS,HOME,PHOENIX SUNS,LOSS,1335,4,5,1,1,0,0,1,3,10,0,0,2,4,12.1
randoza01,Zach Randolph,PORTLAND TRAIL BLAZERS,HOME,PHOENIX SUNS,LOSS,1659,8,16,0,0,2,5,4,5,2,1,0,3,2,11.7
smithjo02,Joe Smith,DENVER NUGGETS,HOME,LOS ANGELES CLIPPERS,WIN,1143,7,12,0,0,1,1,1,4,0,0,2,1,1,11.3
bryanko01,Kobe Bryant,LOS ANGELES LAKERS,HOME,NEW JERSEY NETS,WIN,2563,8,24,1,4,2,4,2,4,10,0,0,2,3,11.0
grangda01,Danny Granger,INDIANA PACERS,AWAY,TORONTO RAPTORS,LOSS,1899,5,11,3,5,5,6,2,1,0,0,0,2,2,10.8
collini01,Nick Collison,SEATTLE SUPERSONICS,HOME,SAN ANTONIO SPURS,LOSS,1637,6,12,0,0,3,6,5,2,0,0,0,0,3,10.7
ridnolu01,Luke Ridnour,SEATTLE SUPERSONICS,HOME,SAN ANTONIO SPURS,LOSS,1958,5,14,1,2,0,0,1,3,4,4,0,1,1,10.2
barrybr01,Brent Barry,SAN ANTONIO SPURS,AWAY,SEATTLE SUPERSONICS,WIN,1447,4,9,3,8,1,1,0,2,3,1,0,1,0,10.0
garbajo01,Jorge Garbajosa,TORONTO RAPTORS,HOME,INDIANA PACERS,WIN,1751,5,7,1,1,2,4,1,5,1,2,0,3,3,10.0
wilcoch01,Chris Wilcox,SEATTLE SUPERSONICS,HOME,SAN ANTONIO SPURS,LOSS,1858,2,6,0,0,3,3,1,3,5,1,1,0,1,10.0
thomaku01,Kurt Thomas,PHOENIX SUNS,AWAY,PORTLAND TRAIL BLAZERS,WIN,1902,4,9,0,0,0,0,3,7,1,1,2,0,3,9.4
bargnan01,Andrea Bargnani,TORONTO RAPTORS,HOME,INDIANA PACERS,WIN,1359,5,11,2,5,2,2,1,0,2,1,0,1,3,9.2
grahajo01,Joey Graham,TORONTO RAPTORS,HOME,INDIANA PACERS,WIN,1389,5,11,0,0,2,2,3,5,0,0,0,0,2,9.1
farmajo01,Jordan Farmar,LOS ANGELES LAKERS,HOME,NEW JERSEY NETS,WIN,967,4,8,3,5,0,0,0,1,1,1,0,0,1,8.6
webstma02,Martell Webster,PORTLAND TRAIL BLAZERS,HOME,PHOENIX SUNS,LOSS,1608,4,5,3,3,0,0,0,3,0,0,0,1,1,8.6
cambyma01,Marcus Camby,DENVER NUGGETS,HOME,LOS ANGELES CLIPPERS,WIN,1738,2,5,0,0,1,2,1,8,1,0,6,1,1,8.5
boshch01,Chris Bosh,TORONTO RAPTORS,HOME,INDIANA PACERS,WIN,1788,6,18,0,0,5,6,3,8,1,1,0,3,3,8.4
singlja01,James Singleton,LOS ANGELES CLIPPERS,AWAY,DENVER NUGGETS,LOSS,1951,4,9,1,2,0,0,3,4,1,3,1,2,4,8.4
thomati01,Tim Thomas,LOS ANGELES CLIPPERS,AWAY,DENVER NUGGETS,LOSS,1624,2,9,2,3,5,8,1,0,1,3,0,1,0,7.7
tinslja01,Jamaal Tinsley,INDIANA PACERS,AWAY,TORONTO RAPTORS,LOSS,1773,6,11,3,4,0,0,1,4,4,0,1,7,1,7.7
jackja01,Jarrett Jack,PORTLAND TRAIL BLAZERS,HOME,PHOENIX SUNS,LOSS,1981,5,11,0,0,3,3,0,2,5,1,0,4,2,7.6
willima03,Marcus Williams,NEW JERSEY NETS,AWAY,LOS ANGELES LAKERS,LOSS,1053,6,11,2,5,0,0,0,0,1,0,0,2,0,7.4
finlemi01,Michael Finley,SAN ANTONIO SPURS,AWAY,SEATTLE SUPERSONICS,WIN,1559,4,9,1,2,1,2,0,1,3,0,0,0,0,7.3
lewisra02,Rashard Lewis,SEATTLE SUPERSONICS,HOME,SAN ANTONIO SPURS,LOSS,2000,3,7,0,1,2,2,1,1,3,2,1,3,0,7.1
fordtj01,T.J. Ford,TORONTO RAPTORS,HOME,INDIANA PACERS,WIN,1710,3,8,0,1,0,0,2,2,6,1,0,1,2,7.0
jefferi01,Richard Jefferson,NEW JERSEY NETS,AWAY,LOS ANGELES LAKERS,LOSS,2282,6,15,1,3,1,4,2,2,1,0,1,1,1,6.7
moblecu01,Cuttino Mobley,LOS ANGELES CLIPPERS,AWAY,DENVER NUGGETS,LOSS,1821,5,14,1,2,2,2,3,5,0,0,0,2,1,6.4
collija04,Jason Collins,NEW JERSEY NETS,AWAY,LOS ANGELES LAKERS,LOSS,2033,3,4,0,0,2,4,1,6,0,1,1,2,4,6.2
horryro01,Robert Horry,SAN ANTONIO SPURS,AWAY,SEATTLE SUPERSONICS,WIN,1520,3,6,2,4,0,0,1,4,2,0,1,2,2,6.2
