slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
paulch01,Chris Paul,NEW ORLEANS/OKLAHOMA CITY HORNETS,HOME,CLEVELAND CAVALIERS,WIN,2738,11,16,0,2,8,9,0,5,11,2,0,1,1,32.6
cartevi01,Vince Carter,NEW JERSEY NETS,HOME,MEMPHIS GRIZZLIES,WIN,2402,14,30,9,20,0,0,3,5,5,4,0,2,3,29.5
wadedw01,Dwyane Wade,MIAMI HEAT,HOME,TORONTO RAPTORS,WIN,2246,13,21,0,1,11,13,0,4,5,1,1,5,0,28.1
stoudam01,Amar'e Stoudemire,PHOENIX SUNS,AWAY,ORLANDO MAGIC,WIN,2510,9,19,0,0,12,14,5,3,1,0,3,1,2,24.9
atkinch01,Chucky Atkins,MEMPHIS GRIZZLIES,AWAY,NEW JERSEY NETS,LOSS,1831,8,15,4,6,6,7,1,1,7,1,0,1,0,24.2
boozeca01,Carlos Boozer,UTAH JAZZ,HOME,DALLAS MAVERICKS,WIN,2346,13,25,0,0,5,6,3,8,1,1,0,1,2,22.7
nashst01,Steve Nash,PHOENIX SUNS,AWAY,ORLANDO MAGIC,WIN,2237,6,10,1,3,5,5,1,4,15,1,0,4,2,22.0
barrybr01,Brent Barry,SAN ANTONIO SPURS,AWAY,LOS ANGELES CLIPPERS,WIN,1382,8,10,5,6,3,3,0,4,0,2,0,1,2,21.6
kiddja01,Jason Kidd,NEW JERSEY NETS,HOME,MEMPHIS GRIZZLIES,WIN,1994,4,8,1,2,3,3,2,8,13,3,0,2,1,21.5
mariosh01,Shawn Marion,PHOENIX SUNS,AWAY,ORLANDO MAGIC,WIN,2457,8,13,0,3,3,3,0,11,3,4,3,3,2,20.8
curryed01,Eddy Curry,NEW YORK KNICKS,HOME,BOSTON CELTICS,LOSS,2639,11,22,0,0,8,15,6,6,2,0,2,3,4,20.4
iguodan01,Andre Iguodala,PHILADELPHIA 76ERS,HOME,PORTLAND TRAIL BLAZERS,LOSS,2602,8,15,0,1,11,13,3,4,3,2,0,5,3,20.1
piercpa01,Paul Pierce,BOSTON CELTICS,AWAY,NEW YORK KNICKS,WIN,2530,11,22,3,8,6,7,1,6,3,0,0,3,3,20.0
gordobe01,Ben Gordon,CHICAGO BULLS,HOME,INDIANA PACERS,WIN,1800,7,13,1,2,8,8,1,0,1,2,1,2,1,18.4
duncati01,Tim Duncan,SAN ANTONIO SPURS,AWAY,LOS ANGELES CLIPPERS,WIN,1734,7,10,0,0,3,3,1,4,6,0,1,0,5,17.6
