slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
boozeca01,Carlos Boozer,UTAH JAZZ,AWAY,DALLAS MAVERICKS,WIN,2282,12,19,0,0,8,11,5,10,7,0,0,3,3,29.5
nashst01,Steve Nash,PHOENIX SUNS,HOME,LOS ANGELES LAKERS,WIN,2209,10,16,1,3,5,5,0,3,14,0,0,1,0,28.5
anthoca01,Carmelo Anthony,DENVER NUGGETS,AWAY,NEW ORLEANS/OKLAHOMA CITY HORNETS,WIN,2406,12,22,2,6,5,6,2,4,3,2,1,0,0,27.4
westda01,David West,NEW ORLEANS/OKLAHOMA CITY HORNETS,HOME,DENVER NUGGETS,LOSS,2672,13,23,1,2,4,6,3,11,3,1,1,3,3,24.3
cartevi01,Vince Carter,NEW JERSEY NETS,HOME,NEW YORK KNICKS,WIN,2439,9,18,1,6,6,6,1,5,7,1,0,0,1,23.7
moblecu01,Cuttino Mobley,LOS ANGELES CLIPPERS,HOME,PORTLAND TRAIL BLAZERS,WIN,2475,6,11,3,8,7,8,2,4,7,2,0,1,3,23.6
francst01,Steve Francis,NEW YORK KNICKS,AWAY,NEW JERSEY NETS,LOSS,2610,6,8,1,2,9,11,0,2,7,2,0,2,3,22.3
patteru01,Ruben Patterson,MILWAUKEE BUCKS,AWAY,BOSTON CELTICS,WIN,2054,5,10,0,0,11,12,1,4,5,2,2,3,1,21.0
abdursh01,Shareef Abdur-Rahim,SACRAMENTO KINGS,HOME,GOLDEN STATE WARRIORS,LOSS,1970,8,14,0,0,7,10,5,9,1,1,0,2,2,20.3
cambyma01,Marcus Camby,DENVER NUGGETS,AWAY,NEW ORLEANS/OKLAHOMA CITY HORNETS,WIN,2026,6,10,0,0,3,4,4,7,2,0,9,3,0,19.6
jacksst02,Stephen Jackson,GOLDEN STATE WARRIORS,AWAY,SACRAMENTO KINGS,WIN,2364,11,20,2,5,2,3,5,3,3,2,0,3,5,19.5
grangda01,Danny Granger,INDIANA PACERS,AWAY,MIAMI HEAT,LOSS,2560,7,11,2,4,8,11,2,2,3,1,2,5,0,19.4
hayesja01,Jarvis Hayes,WASHINGTON WIZARDS,AWAY,ATLANTA HAWKS,WIN,2429,8,14,4,7,0,0,0,1,6,3,0,0,4,19.3
davisba01,Baron Davis,GOLDEN STATE WARRIORS,AWAY,SACRAMENTO KINGS,WIN,2256,9,20,2,5,5,6,1,1,4,5,0,3,3,18.8
gadzuda01,Dan Gadzuric,MILWAUKEE BUCKS,AWAY,BOSTON CELTICS,WIN,2423,10,12,0,0,1,3,2,9,1,0,3,2,5,18.7
daniean01,Antonio Daniels,WASHINGTON WIZARDS,AWAY,ATLANTA HAWKS,WIN,2453,5,8,1,2,5,7,1,4,12,0,0,3,1,18.5
bellch01,Charlie Bell,MILWAUKEE BUCKS,AWAY,BOSTON CELTICS,WIN,2584,8,16,2,6,6,8,1,4,5,3,0,4,3,18.4
ginobma01,Manu Ginóbili,SAN ANTONIO SPURS,AWAY,MINNESOTA TIMBERWOLVES,WIN,1300,8,11,3,6,2,2,0,1,1,1,0,0,1,18.1
brandel01,Elton Brand,LOS ANGELES CLIPPERS,HOME,PORTLAND TRAIL BLAZERS,WIN,1856,7,12,0,0,6,7,1,6,1,1,3,2,1,17.9
nowitdi01,Dirk Nowitzki,DALLAS MAVERICKS,HOME,UTAH JAZZ,LOSS,1786,9,12,1,1,4,4,0,4,0,1,0,2,2,17.6
hamilri01,Richard Hamilton,DETROIT PISTONS,AWAY,TORONTO RAPTORS,LOSS,1609,10,15,2,2,2,2,2,4,0,0,0,2,2,17.3
parkean01,Anthony Parker,TORONTO RAPTORS,HOME,DETROIT PISTONS,WIN,2755,7,14,5,8,2,2,0,7,2,1,0,1,1,17.1
garcifr01,Francisco García,SACRAMENTO KINGS,HOME,GOLDEN STATE WARRIORS,LOSS,1908,5,13,0,2,6,6,1,6,5,3,1,0,4,17.0
powele01,Leon Powe,BOSTON CELTICS,HOME,MILWAUKEE BUCKS,LOSS,1456,8,12,0,0,2,2,3,5,3,0,1,2,1,16.8
kiddja01,Jason Kidd,NEW JERSEY NETS,HOME,NEW YORK KNICKS,WIN,2207,5,12,3,8,0,0,5,9,11,0,0,3,2,16.7
poseyja01,James Posey,MIAMI HEAT,HOME,INDIANA PACERS,WIN,1440,6,6,5,5,1,2,0,2,1,0,1,0,3,16.6
jamesmi01,Mike James,MINNESOTA TIMBERWOLVES,HOME,SAN ANTONIO SPURS,LOSS,1591,10,14,3,4,0,1,0,1,2,0,0,2,0,16.5
jefferi01,Richard Jefferson,NEW JERSEY NETS,HOME,NEW YORK KNICKS,WIN,2198,8,15,5,9,3,4,0,2,3,0,0,3,0,16.0
blakest01,Steve Blake,DENVER NUGGETS,AWAY,NEW ORLEANS/OKLAHOMA CITY HORNETS,WIN,2341,5,11,0,1,0,0,1,5,10,3,0,0,2,15.7
wallabe01,Ben Wallace,CHICAGO BULLS,HOME,CHARLOTTE BOBCATS,WIN,2433,5,8,0,0,2,4,3,9,2,1,3,1,1,15.5
luety01,Tyronn Lue,ATLANTA HAWKS,HOME,WASHINGTON WIZARDS,LOSS,2075,5,14,1,2,5,5,0,2,10,0,0,0,1,15.4
greenge01,Gerald Green,BOSTON CELTICS,HOME,MILWAUKEE BUCKS,LOSS,2308,9,16,1,5,2,3,1,3,1,2,0,2,0,15.3
fordtj01,T.J. Ford,TORONTO RAPTORS,HOME,DETROIT PISTONS,WIN,1858,4,11,0,1,5,6,0,2,10,2,0,1,0,15.1
stevede01,DeShawn Stevenson,WASHINGTON WIZARDS,AWAY,ATLANTA HAWKS,WIN,2111,9,16,4,8,3,4,0,1,3,0,0,3,4,14.8
hinriki01,Kirk Hinrich,CHICAGO BULLS,HOME,CHARLOTTE BOBCATS,WIN,1820,7,13,2,6,2,2,0,2,8,1,0,3,3,14.7
collima01,Mardy Collins,NEW YORK KNICKS,AWAY,NEW JERSEY NETS,LOSS,2320,7,14,2,3,5,6,1,8,5,0,0,4,4,14.6
wadedw01,Dwyane Wade,MIAMI HEAT,HOME,INDIANA PACERS,WIN,2077,9,22,0,0,5,6,1,3,3,5,1,4,4,14.6
iversal01,Allen Iverson,DENVER NUGGETS,AWAY,NEW ORLEANS/OKLAHOMA CITY HORNETS,WIN,2511,9,21,1,3,4,7,0,0,7,1,0,1,3,14.4
duncati01,Tim Duncan,SAN ANTONIO SPURS,AWAY,MINNESOTA TIMBERWOLVES,WIN,1272,5,6,0,0,2,4,2,8,2,1,2,2,1,14.2
onealsh01,Shaquille O'Neal,MIAMI HEAT,HOME,INDIANA PACERS,WIN,2021,10,12,0,0,1,5,3,5,0,1,0,4,4,14.0
waltolu01,Luke Walton,LOS ANGELES LAKERS,AWAY,PHOENIX SUNS,LOSS,2355,8,17,2,4,1,2,4,4,5,0,0,3,1,14.0
maggeco01,Corey Maggette,LOS ANGELES CLIPPERS,HOME,PORTLAND TRAIL BLAZERS,WIN,1833,4,9,0,1,9,10,2,2,3,0,0,2,1,13.6
willima02,Marvin Williams,ATLANTA HAWKS,HOME,WASHINGTON WIZARDS,LOSS,2762,11,20,0,0,2,5,2,5,2,1,0,5,0,13.5
willish02,Shelden Williams,ATLANTA HAWKS,HOME,WASHINGTON WIZARDS,LOSS,2172,6,7,0,0,2,5,3,7,0,2,3,4,3,13.4
bonnema01,Matt Bonner,SAN ANTONIO SPURS,AWAY,MINNESOTA TIMBERWOLVES,WIN,1500,7,10,2,4,2,3,1,5,0,0,1,3,0,13.3
richaja01,Jason Richardson,GOLDEN STATE WARRIORS,AWAY,SACRAMENTO KINGS,WIN,1830,4,9,3,6,6,8,1,4,5,0,0,2,4,13.3
willide01,Deron Williams,UTAH JAZZ,AWAY,DALLAS MAVERICKS,WIN,2382,6,13,3,4,2,2,0,6,9,0,0,4,3,13.2
denglu01,Luol Deng,CHICAGO BULLS,HOME,CHARLOTTE BOBCATS,WIN,2013,6,12,0,0,2,2,1,5,4,2,1,2,2,12.9
fosteje01,Jeff Foster,INDIANA PACERS,AWAY,MIAMI HEAT,LOSS,1860,4,5,0,0,2,2,4,0,2,1,1,0,3,12.8
barrybr01,Brent Barry,SAN ANTONIO SPURS,AWAY,MINNESOTA TIMBERWOLVES,WIN,1614,4,8,2,5,3,3,1,3,4,1,1,2,1,12.7
turiaro01,Ronny Turiaf,LOS ANGELES LAKERS,AWAY,PHOENIX SUNS,LOSS,1714,4,6,0,0,2,2,1,5,1,2,2,0,3,12.5
horryro01,Robert Horry,SAN ANTONIO SPURS,AWAY,MINNESOTA TIMBERWOLVES,WIN,1380,4,7,3,5,0,0,1,4,3,0,1,0,0,12.4
humphkr01,Kris Humphries,TORONTO RAPTORS,HOME,DETROIT PISTONS,WIN,1995,2,8,0,0,4,6,9,9,1,0,3,1,2,12.4
jacksma02,Marc Jackson,NEW ORLEANS/OKLAHOMA CITY HORNETS,HOME,DENVER NUGGETS,LOSS,2225,5,9,0,0,3,3,4,9,0,0,0,1,2,12.4
roybr01,Brandon Roy,PORTLAND TRAIL BLAZERS,AWAY,LOS ANGELES CLIPPERS,LOSS,1871,8,12,2,3,0,0,1,5,3,0,0,4,2,12.3
hilarne01,Nenê Hilário,DENVER NUGGETS,AWAY,NEW ORLEANS/OKLAHOMA CITY HORNETS,WIN,2248,6,9,0,0,0,0,2,7,0,2,1,1,3,12.1
kamanch01,Chris Kaman,LOS ANGELES CLIPPERS,HOME,PORTLAND TRAIL BLAZERS,WIN,1905,6,11,0,0,5,5,3,2,1,0,4,4,5,11.9
ellismo01,Monta Ellis,GOLDEN STATE WARRIORS,AWAY,SACRAMENTO KINGS,WIN,2143,6,11,0,0,1,2,1,3,4,4,0,4,0,11.7
gomesry01,Ryan Gomes,BOSTON CELTICS,HOME,MILWAUKEE BUCKS,LOSS,1479,5,8,0,2,3,3,1,6,1,1,1,1,4,11.7
barnema02,Matt Barnes,GOLDEN STATE WARRIORS,AWAY,SACRAMENTO KINGS,WIN,1497,6,11,2,5,3,4,1,8,1,0,1,3,3,11.6
boshch01,Chris Bosh,TORONTO RAPTORS,HOME,DETROIT PISTONS,WIN,2545,8,19,0,0,2,2,6,10,3,0,0,4,4,11.6
boykiea01,Earl Boykins,MILWAUKEE BUCKS,AWAY,BOSTON CELTICS,WIN,2753,5,11,1,4,4,4,0,2,5,1,0,2,2,11.6
stoudam01,Amar'e Stoudemire,PHOENIX SUNS,HOME,LOS ANGELES LAKERS,WIN,2182,4,16,0,0,7,9,5,11,2,3,2,4,4,11.6
fishede01,Derek Fisher,UTAH JAZZ,AWAY,DALLAS MAVERICKS,WIN,2094,3,7,1,2,8,8,1,2,1,2,0,3,2,11.5
mooremi01,Mikki Moore,NEW JERSEY NETS,HOME,NEW YORK KNICKS,WIN,2046,5,7,0,0,3,4,0,5,3,0,1,1,4,11.4
ruffimi01,Michael Ruffin,WASHINGTON WIZARDS,AWAY,ATLANTA HAWKS,WIN,669,3,4,0,0,2,2,6,3,0,1,0,0,3,11.3
jacksbo01,Bobby Jackson,NEW ORLEANS/OKLAHOMA CITY HORNETS,HOME,DENVER NUGGETS,LOSS,1355,4,7,1,3,4,4,2,1,0,1,0,0,3,11.2
georgde01,Devean George,DALLAS MAVERICKS,HOME,UTAH JAZZ,LOSS,1399,5,7,1,2,0,0,0,3,1,2,0,0,2,10.9
salmojo01,John Salmons,SACRAMENTO KINGS,HOME,GOLDEN STATE WARRIORS,LOSS,2030,5,8,1,2,4,5,0,2,6,1,0,5,3,10.6
curryed01,Eddy Curry,NEW YORK KNICKS,AWAY,NEW JERSEY NETS,LOSS,2037,8,16,0,0,4,8,1,6,0,0,1,2,3,10.4
dunlemi02,Mike Dunleavy,INDIANA PACERS,AWAY,MIAMI HEAT,LOSS,2149,5,12,0,0,4,4,3,7,4,1,0,4,3,10.4
greerly01,Lynn Greer,MILWAUKEE BUCKS,AWAY,BOSTON CELTICS,WIN,1440,4,7,2,4,0,0,0,3,3,2,0,1,1,10.3
mariosh01,Shawn Marion,PHOENIX SUNS,HOME,LOS ANGELES LAKERS,WIN,2602,7,18,0,4,2,2,2,9,0,0,2,1,1,10.3
gordobe01,Ben Gordon,CHICAGO BULLS,HOME,CHARLOTTE BOBCATS,WIN,2116,7,15,4,5,2,2,2,3,4,0,0,6,3,10.2
paulch01,Chris Paul,NEW ORLEANS/OKLAHOMA CITY HORNETS,HOME,DENVER NUGGETS,LOSS,2259,8,21,1,4,1,2,1,2,8,1,0,3,2,10.2
davisri01,Ricky Davis,MINNESOTA TIMBERWOLVES,HOME,SAN ANTONIO SPURS,LOSS,2493,6,13,1,4,2,2,0,7,2,1,0,2,2,10.0
