team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW YORK KNICKS,265,36,89,5,23,33,41,14,26,19,15,1,10,25
ATLANTA HAWKS,265,38,77,10,16,23,34,12,37,21,6,6,19,26
SAN ANTONIO SPURS,240,38,80,1,11,30,39,11,27,22,12,6,10,25
DALLAS MAVERICKS,240,32,72,2,7,23,30,10,33,10,3,5,22,27
DETROIT PISTONS,240,36,81,5,14,16,20,15,24,23,11,6,8,15
HOUSTON ROCKETS,240,28,65,5,14,11,17,10,25,18,4,4,19,22
SACRAMENTO KINGS,240,39,78,6,11,14,17,8,29,24,7,9,11,20
MEMPHIS GRIZZLIES,240,39,86,3,11,12,19,18,25,21,8,9,14,19
TORONTO RAPTORS,240,32,80,7,21,23,31,13,29,16,7,4,13,29
MIAMI HEAT,240,34,80,3,15,21,29,15,34,18,5,3,14,23
LOS ANGELES LAKERS,240,34,75,10,26,17,23,13,29,25,7,3,16,24
MILWAUKEE BUCKS,240,34,78,4,13,18,20,10,30,22,4,3,15,24
CHARLOTTE BOBCATS,240,35,84,2,10,14,19,17,14,22,8,5,13,26
NEW JERSEY NETS,240,38,72,1,4,22,29,14,28,22,6,7,16,23
SEATTLE SUPERSONICS,240,35,78,5,21,19,20,12,19,24,5,5,13,23
PORTLAND TRAIL BLAZERS,240,34,72,5,14,27,32,8,23,16,5,6,16,22
PHOENIX SUNS,240,42,78,8,26,23,30,4,28,25,10,9,7,20
UTAH JAZZ,240,42,89,3,8,15,23,15,32,27,5,1,18,22
