team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MILWAUKEE BUCKS,240,38,84,4,8,17,23,11,30,25,5,2,13,18
BOSTON CELTICS,240,38,74,9,15,18,21,3,33,23,5,5,12,20
WASHINGTON WIZARDS,240,36,81,3,12,18,23,8,23,20,13,4,9,20
DETROIT PISTONS,240,40,82,9,21,16,21,17,30,33,3,11,18,20
CLEVELAND CAVALIERS,240,30,83,3,9,14,19,16,24,17,9,3,11,19
INDIANA PACERS,240,32,68,8,13,26,29,10,36,19,6,1,16,17
UTAH JAZZ,240,35,81,1,3,15,21,9,20,26,9,3,13,21
MINNESOTA TIMBERWOLVES,240,41,77,5,13,24,28,11,36,31,5,7,15,23
DENVER NUGGETS,240,33,76,3,3,25,31,7,34,23,8,5,12,21
NEW ORLEANS HORNETS,240,32,85,3,14,16,18,13,33,18,3,12,15,23
CHICAGO BULLS,265,35,102,9,21,23,28,17,35,20,13,4,13,22
ORLANDO MAGIC,265,39,88,6,16,17,27,11,45,24,9,15,21,25
CHARLOTTE BOBCATS,240,37,77,5,12,24,33,11,29,25,12,2,18,29
PHILADELPHIA 76ERS,240,37,81,7,22,25,30,10,30,19,7,5,18,28
GOLDEN STATE WARRIORS,240,39,96,11,26,15,22,18,28,27,10,4,12,22
PORTLAND TRAIL BLAZERS,240,38,78,3,13,23,29,11,33,26,9,13,20,14
LOS ANGELES CLIPPERS,240,29,75,5,9,19,25,15,30,14,5,6,21,21
SAN ANTONIO SPURS,240,33,75,10,22,15,23,13,26,24,10,9,13,26
MEMPHIS GRIZZLIES,240,40,73,2,7,22,24,8,41,24,8,8,11,20
TORONTO RAPTORS,240,27,78,4,15,16,19,7,23,13,6,2,12,20
