team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DALLAS MAVERICKS,240,41,80,8,15,22,27,7,29,22,5,2,8,22
BOSTON CELTICS,240,38,85,8,17,16,22,17,27,16,4,3,13,23
CHICAGO BULLS,240,38,84,12,19,14,17,16,36,25,6,6,20,25
CHARLOTTE BOBCATS,240,36,85,5,11,22,24,14,27,27,13,8,11,20
SACRAMENTO KINGS,240,27,69,3,17,25,30,9,26,19,6,2,16,27
DETROIT PISTONS,240,40,82,2,13,17,25,11,33,25,9,3,10,24
GOLDEN STATE WARRIORS,240,41,90,5,25,26,30,16,30,29,5,4,5,18
MILWAUKEE BUCKS,240,41,88,5,14,22,26,14,29,26,5,4,5,24
LOS ANGELES CLIPPERS,240,27,64,6,14,18,22,7,24,17,7,5,21,17
NEW JERSEY NETS,240,41,86,5,15,8,9,12,26,34,9,1,16,20
TORONTO RAPTORS,240,37,75,8,17,14,17,8,32,17,9,3,23,22
ORLANDO MAGIC,240,43,92,3,9,19,26,15,31,24,10,5,13,19
PHILADELPHIA 76ERS,240,34,97,4,17,15,20,12,34,14,4,3,12,22
PHOENIX SUNS,240,43,87,12,30,18,26,8,46,29,8,9,15,20
HOUSTON ROCKETS,240,39,85,6,24,16,18,11,31,23,12,5,10,18
PORTLAND TRAIL BLAZERS,240,32,67,5,12,15,21,3,31,19,6,9,17,17
SEATTLE SUPERSONICS,240,30,77,3,11,13,19,13,33,7,7,4,14,23
SAN ANTONIO SPURS,240,33,75,6,17,17,27,14,30,18,7,7,12,25
DENVER NUGGETS,240,39,71,2,11,29,40,9,30,22,8,4,17,25
UTAH JAZZ,240,40,81,2,11,16,25,12,24,22,7,2,15,31
ATLANTA HAWKS,240,40,79,3,13,16,18,10,27,23,5,5,20,35
WASHINGTON WIZARDS,240,34,69,5,15,29,36,6,24,17,12,4,17,20
