team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
WASHINGTON WIZARDS,240,42,94,10,18,9,10,14,30,25,7,2,13,21
BOSTON CELTICS,240,37,79,6,18,28,34,11,33,18,5,2,13,16
SEATTLE SUPERSONICS,240,39,80,11,22,14,18,17,21,21,6,2,17,19
CHARLOTTE BOBCATS,240,42,87,2,11,11,13,19,18,30,8,7,16,22
PHILADELPHIA 76ERS,240,35,79,5,17,17,23,9,36,26,10,9,23,23
DENVER NUGGETS,240,38,92,5,17,16,23,16,31,25,16,8,16,21
MILWAUKEE BUCKS,240,32,82,4,11,22,31,12,24,21,10,4,14,23
HOUSTON ROCKETS,240,39,76,8,20,19,24,7,31,19,5,3,15,24
SAN ANTONIO SPURS,240,37,75,7,21,17,20,3,36,24,8,3,7,15
LOS ANGELES CLIPPERS,240,32,77,4,10,11,17,9,32,18,2,2,14,23
SACRAMENTO KINGS,240,42,81,4,11,21,30,8,27,23,9,5,8,22
UTAH JAZZ,240,40,78,5,11,17,23,12,30,26,5,0,14,30
