team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW ORLEANS HORNETS,240,34,87,4,18,18,25,16,27,18,14,3,12,28
BOSTON CELTICS,240,36,80,11,20,25,31,19,34,22,8,5,22,24
CLEVELAND CAVALIERS,240,38,84,0,12,18,22,20,34,22,7,5,15,19
CHARLOTTE BOBCATS,240,33,86,4,13,13,20,13,22,21,10,5,10,18
DETROIT PISTONS,240,32,73,4,12,19,24,9,33,19,8,7,14,21
CHICAGO BULLS,240,29,85,9,21,13,16,16,28,21,7,3,13,20
LOS ANGELES CLIPPERS,240,32,72,3,11,35,42,13,36,20,6,6,14,26
DENVER NUGGETS,240,34,79,5,16,25,30,9,25,20,10,6,11,31
PHILADELPHIA 76ERS,240,40,80,6,14,26,31,13,30,24,8,1,15,23
GOLDEN STATE WARRIORS,240,38,74,11,25,17,26,7,29,24,6,5,18,30
UTAH JAZZ,240,33,77,5,8,11,17,11,28,23,7,5,20,24
MEMPHIS GRIZZLIES,240,31,72,7,19,23,31,10,30,22,13,9,14,21
SEATTLE SUPERSONICS,240,36,87,9,20,17,21,16,30,14,5,1,10,29
MIAMI HEAT,240,33,70,4,14,26,37,10,26,15,6,7,9,24
ORLANDO MAGIC,240,34,75,4,11,22,31,8,30,20,4,3,10,21
TORONTO RAPTORS,240,39,87,9,24,18,22,15,31,22,4,0,8,24
