team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ORLANDO MAGIC,240,37,79,6,13,20,24,17,25,23,10,7,23,22
BOSTON CELTICS,240,41,83,7,20,23,25,9,23,25,15,4,16,19
NEW ORLEANS HORNETS,240,29,71,7,21,17,23,8,32,16,4,6,18,25
GOLDEN STATE WARRIORS,240,35,88,2,14,18,23,17,28,20,13,7,8,20
DALLAS MAVERICKS,240,35,80,4,10,20,29,14,34,15,8,2,12,24
INDIANA PACERS,240,31,74,9,24,24,28,10,32,17,9,3,12,21
LOS ANGELES CLIPPERS,240,38,85,4,11,10,11,10,22,23,4,4,5,18
MILWAUKEE BUCKS,240,36,83,1,13,19,22,19,31,22,3,8,11,14
HOUSTON ROCKETS,265,42,95,9,14,26,33,19,36,27,3,2,5,23
MINNESOTA TIMBERWOLVES,265,42,88,4,15,25,30,9,31,32,3,4,5,27
ATLANTA HAWKS,240,33,82,4,12,15,19,9,34,22,8,2,15,26
PHILADELPHIA 76ERS,240,37,79,9,19,20,27,10,33,26,10,7,15,20
CHARLOTTE BOBCATS,240,34,93,4,15,17,25,17,33,24,9,2,13,28
PORTLAND TRAIL BLAZERS,240,33,77,5,17,30,40,8,37,18,5,7,15,22
NEW YORK KNICKS,240,48,78,5,14,14,28,12,34,20,5,1,18,31
SACRAMENTO KINGS,240,43,84,2,3,28,41,12,24,19,13,3,9,17
WASHINGTON WIZARDS,240,40,76,6,13,14,22,4,36,28,2,4,14,20
TORONTO RAPTORS,240,40,81,11,29,12,22,5,31,23,7,4,10,24
