team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
TORONTO RAPTORS,240,35,82,6,22,30,35,17,27,18,7,4,15,29
DENVER NUGGETS,240,40,84,2,8,30,34,17,27,25,7,8,15,27
MINNESOTA TIMBERWOLVES,240,31,75,5,15,18,20,8,31,20,5,5,17,23
DETROIT PISTONS,240,36,83,4,14,17,20,8,31,23,11,5,10,21
CHICAGO BULLS,240,33,82,7,21,12,14,11,30,26,11,2,24,25
GOLDEN STATE WARRIORS,240,37,84,10,21,14,19,13,33,25,10,6,23,25
ATLANTA HAWKS,240,33,78,6,17,14,23,11,25,20,12,4,12,28
INDIANA PACERS,240,31,68,6,14,25,29,12,35,20,7,6,18,23
LOS ANGELES CLIPPERS,240,38,92,4,12,9,11,16,24,23,7,3,16,23
LOS ANGELES LAKERS,240,39,76,5,16,20,24,7,30,24,11,8,14,15
MIAMI HEAT,240,37,63,5,16,34,51,8,33,23,5,7,16,24
MILWAUKEE BUCKS,240,38,79,6,9,24,30,6,22,23,7,3,10,37
SEATTLE SUPERSONICS,240,26,64,5,15,22,29,7,26,12,9,2,13,23
NEW JERSEY NETS,240,26,63,0,7,16,18,7,30,9,4,4,23,29
PHOENIX SUNS,240,37,70,6,14,15,24,8,25,22,7,7,11,10
NEW ORLEANS HORNETS,240,40,91,2,15,2,2,22,25,27,3,5,13,17
UTAH JAZZ,240,33,82,0,8,26,28,12,31,23,7,8,16,27
ORLANDO MAGIC,240,39,79,4,9,25,34,12,32,20,6,9,14,19
MEMPHIS GRIZZLIES,240,39,72,7,13,16,22,10,29,32,5,5,19,26
PORTLAND TRAIL BLAZERS,240,29,74,2,9,22,33,11,18,18,10,8,15,21
BOSTON CELTICS,265,35,87,5,14,30,36,14,29,20,7,8,14,28
WASHINGTON WIZARDS,265,34,91,6,18,36,43,21,29,23,11,8,17,32
