team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
HOUSTON ROCKETS,265,35,83,7,19,23,25,6,37,16,6,10,23,31
CHARLOTTE BOBCATS,265,31,87,5,14,34,44,14,39,24,18,3,15,26
INDIANA PACERS,240,26,85,1,16,18,29,15,32,12,9,6,11,26
CHICAGO BULLS,240,30,80,4,16,21,32,16,46,19,6,4,18,28
BOSTON CELTICS,265,35,79,7,21,37,45,13,25,19,8,4,14,21
CLEVELAND CAVALIERS,265,40,88,5,17,22,30,14,29,23,10,5,18,36
ATLANTA HAWKS,240,30,81,0,8,8,18,13,32,16,10,13,19,22
DALLAS MAVERICKS,240,34,83,2,15,20,31,16,41,17,14,8,15,18
PORTLAND TRAIL BLAZERS,240,29,71,5,13,12,16,6,27,18,6,10,14,17
DETROIT PISTONS,240,29,92,5,15,11,15,25,31,20,7,9,11,16
PHILADELPHIA 76ERS,240,37,80,8,20,34,42,10,34,24,9,7,13,28
MILWAUKEE BUCKS,240,30,88,3,10,34,45,22,34,20,4,3,13,29
DENVER NUGGETS,240,37,91,6,18,15,26,21,26,16,13,6,18,14
ORLANDO MAGIC,240,50,86,5,12,12,18,12,36,30,13,3,18,20
WASHINGTON WIZARDS,240,40,87,9,25,7,10,12,35,21,8,2,19,17
PHOENIX SUNS,240,43,90,13,26,11,15,11,32,28,12,2,12,15
GOLDEN STATE WARRIORS,240,33,79,3,13,16,23,13,26,9,8,6,16,20
SAN ANTONIO SPURS,240,43,83,4,11,14,22,12,34,30,8,7,14,19
