team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHICAGO BULLS,240,34,78,5,17,21,30,9,32,20,4,5,11,23
BOSTON CELTICS,240,31,83,3,20,21,26,15,35,17,5,5,13,28
INDIANA PACERS,240,32,70,6,11,24,28,11,29,15,5,4,7,24
DETROIT PISTONS,240,28,70,5,13,20,28,12,24,16,2,6,8,25
MILWAUKEE BUCKS,265,43,85,6,14,25,31,15,33,25,5,2,20,28
GOLDEN STATE WARRIORS,265,45,92,11,31,17,28,14,22,28,10,5,13,34
WASHINGTON WIZARDS,240,37,83,6,26,14,21,9,30,20,11,3,18,26
LOS ANGELES CLIPPERS,240,36,78,2,7,24,31,12,30,22,9,3,20,18
PHOENIX SUNS,240,40,81,10,23,25,30,8,26,24,7,6,16,19
MIAMI HEAT,240,49,89,9,14,18,21,12,29,28,10,4,12,26
HOUSTON ROCKETS,240,30,82,3,20,18,22,14,40,17,4,5,11,22
NEW ORLEANS HORNETS,240,27,77,0,10,14,23,12,34,19,5,6,16,23
TORONTO RAPTORS,240,36,83,9,25,20,27,10,34,23,7,2,14,18
PHILADELPHIA 76ERS,240,39,83,6,18,19,21,5,33,22,9,2,12,20
ATLANTA HAWKS,240,38,84,4,10,15,25,7,33,15,7,4,11,25
SAN ANTONIO SPURS,240,38,73,12,21,23,30,4,38,23,6,9,15,20
NEW YORK KNICKS,265,35,84,2,18,29,36,12,29,17,8,3,11,29
SEATTLE SUPERSONICS,265,36,81,9,25,28,34,13,34,18,7,5,16,24
