team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MIAMI HEAT,240,37,78,5,13,27,37,14,30,26,8,5,16,20
ATLANTA HAWKS,240,36,71,11,19,13,20,4,25,23,11,6,17,29
PHOENIX SUNS,240,47,85,13,25,21,27,13,25,31,13,4,19,14
BOSTON CELTICS,240,48,93,9,26,14,18,11,21,31,12,6,18,22
TORONTO RAPTORS,240,32,75,4,15,26,35,4,30,16,6,6,12,23
CHARLOTTE BOBCATS,240,41,87,2,4,17,19,10,38,19,2,7,13,26
SEATTLE SUPERSONICS,240,33,79,7,25,15,20,12,35,11,4,3,13,16
GOLDEN STATE WARRIORS,240,37,89,4,17,7,14,16,25,24,7,6,8,19
SACRAMENTO KINGS,265,42,85,6,14,27,32,8,31,25,8,0,9,22
HOUSTON ROCKETS,265,41,91,15,31,14,20,11,33,31,7,3,17,24
NEW JERSEY NETS,240,43,81,8,20,15,22,4,24,29,8,7,8,20
LOS ANGELES LAKERS,240,37,89,9,24,20,23,23,32,22,6,5,17,23
DENVER NUGGETS,240,43,83,1,8,19,27,12,30,27,9,6,9,23
MILWAUKEE BUCKS,240,37,84,4,11,22,26,14,28,22,6,2,12,21
UTAH JAZZ,240,36,78,2,10,17,18,10,35,26,7,8,17,26
MINNESOTA TIMBERWOLVES,240,30,75,6,15,27,36,11,28,19,13,8,13,23
PHILADELPHIA 76ERS,265,34,86,7,19,20,28,15,29,21,10,5,18,22
NEW ORLEANS HORNETS,265,38,76,8,20,15,24,7,35,28,9,5,22,21
CLEVELAND CAVALIERS,240,34,82,0,10,28,37,18,25,13,7,6,10,21
NEW YORK KNICKS,240,33,80,3,10,30,33,16,25,18,5,5,12,24
WASHINGTON WIZARDS,240,36,87,6,19,23,34,14,25,20,9,0,12,24
ORLANDO MAGIC,240,40,85,8,14,20,21,11,34,22,6,4,18,23
LOS ANGELES CLIPPERS,240,34,80,1,4,17,22,13,27,23,10,7,11,19
PORTLAND TRAIL BLAZERS,240,38,88,4,15,10,13,19,30,21,6,11,13,18
