team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHICAGO BULLS,240,31,74,7,15,25,31,13,33,17,4,7,17,24
CHARLOTTE BOBCATS,240,33,82,1,5,23,32,13,29,14,7,6,10,22
PHOENIX SUNS,240,49,87,8,20,18,27,11,34,20,8,5,19,23
DALLAS MAVERICKS,240,46,94,7,21,24,33,15,30,19,18,4,12,24
ORLANDO MAGIC,240,38,79,2,7,20,28,10,28,19,4,6,9,22
MIAMI HEAT,240,39,85,3,12,20,24,14,26,15,3,3,10,20
INDIANA PACERS,240,27,64,3,15,22,27,5,27,11,6,0,15,24
NEW YORK KNICKS,240,36,74,2,3,16,24,12,31,19,11,1,14,23
SACRAMENTO KINGS,240,38,86,6,19,19,22,9,35,22,10,4,14,19
PHILADELPHIA 76ERS,240,37,92,7,19,18,25,15,31,25,9,1,15,21
MEMPHIS GRIZZLIES,240,31,82,3,16,19,24,8,30,17,15,2,13,25
SAN ANTONIO SPURS,240,27,65,5,20,23,30,9,37,19,7,11,23,25
