team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW YORK KNICKS,240,39,79,8,17,15,23,14,32,19,4,6,18,25
CHARLOTTE BOBCATS,240,40,92,5,12,22,28,11,26,27,10,3,6,21
TORONTO RAPTORS,240,33,89,6,13,25,26,17,27,20,10,3,16,25
CLEVELAND CAVALIERS,240,39,78,3,10,24,31,12,36,32,9,5,17,21
UTAH JAZZ,240,38,75,2,8,8,13,4,24,25,7,3,20,22
DALLAS MAVERICKS,240,37,79,7,12,28,32,14,30,25,13,9,17,21
MIAMI HEAT,240,37,72,6,15,15,25,7,30,29,9,9,26,31
DENVER NUGGETS,240,39,77,4,14,22,32,10,32,29,17,4,20,19
INDIANA PACERS,240,34,76,5,19,23,24,9,34,20,7,7,18,29
GOLDEN STATE WARRIORS,240,37,80,4,16,26,36,10,31,23,10,3,10,22
PHILADELPHIA 76ERS,240,30,76,4,15,12,17,10,31,22,5,4,16,24
HOUSTON ROCKETS,240,24,76,3,23,26,34,11,36,17,12,2,11,20
MINNESOTA TIMBERWOLVES,265,41,89,10,22,15,21,12,24,24,12,3,9,31
LOS ANGELES CLIPPERS,265,37,79,4,12,22,33,13,32,23,1,2,20,22
SAN ANTONIO SPURS,240,43,75,4,14,14,16,7,25,28,6,7,14,19
MILWAUKEE BUCKS,240,32,72,1,8,18,24,8,21,18,9,3,14,20
ATLANTA HAWKS,240,29,69,3,13,27,35,11,22,15,5,3,15,29
NEW JERSEY NETS,240,37,68,5,7,30,41,7,30,24,5,3,10,26
DETROIT PISTONS,240,37,68,2,11,16,24,8,37,26,7,7,16,16
NEW ORLEANS HORNETS,240,30,83,4,18,5,7,12,25,22,8,2,15,25
MEMPHIS GRIZZLIES,240,31,72,4,12,25,33,9,31,24,10,6,23,22
ORLANDO MAGIC,240,34,78,5,10,23,29,13,30,22,16,10,17,26
PORTLAND TRAIL BLAZERS,240,30,74,5,14,24,28,11,30,23,2,7,18,20
SEATTLE SUPERSONICS,240,36,75,10,25,17,23,8,25,23,11,4,11,22
CHICAGO BULLS,240,31,71,5,17,21,24,17,33,16,4,10,28,32
WASHINGTON WIZARDS,240,30,85,5,13,30,44,14,21,13,17,3,8,23
