team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MILWAUKEE BUCKS,240,36,82,5,11,23,33,15,27,25,8,2,17,31
BOSTON CELTICS,240,32,80,3,12,34,40,21,29,18,10,7,19,26
LOS ANGELES LAKERS,240,31,74,9,29,13,17,6,31,21,7,6,17,21
CHICAGO BULLS,240,34,86,5,16,19,23,16,35,22,9,4,13,18
MINNESOTA TIMBERWOLVES,240,40,91,4,14,23,25,12,37,25,6,6,8,20
GOLDEN STATE WARRIORS,240,40,87,8,18,11,16,9,30,24,5,4,12,23
INDIANA PACERS,240,30,66,10,22,6,9,5,22,15,6,5,16,14
LOS ANGELES CLIPPERS,240,35,71,4,12,14,16,9,27,25,11,3,13,15
SACRAMENTO KINGS,240,34,70,6,21,20,23,11,31,26,8,0,18,15
NEW ORLEANS HORNETS,240,37,96,1,13,6,7,21,24,22,10,2,13,18
MEMPHIS GRIZZLIES,240,32,76,4,15,14,18,12,30,18,3,4,14,23
NEW YORK KNICKS,240,34,83,7,13,15,21,16,33,18,8,4,10,23
TORONTO RAPTORS,240,38,89,8,19,24,32,6,26,20,12,4,12,26
ORLANDO MAGIC,240,51,89,6,14,21,28,14,47,28,6,7,18,29
CLEVELAND CAVALIERS,240,39,88,9,20,14,17,12,25,20,7,5,13,19
PHOENIX SUNS,240,47,89,8,18,18,21,12,36,19,5,3,13,13
PHILADELPHIA 76ERS,240,28,80,3,8,13,15,9,28,10,8,2,18,24
SAN ANTONIO SPURS,240,38,72,7,23,22,29,6,38,28,11,7,17,16
UTAH JAZZ,265,44,90,2,11,29,33,16,24,26,2,3,10,34
SEATTLE SUPERSONICS,265,42,81,13,29,32,41,10,25,25,4,2,9,27
NEW JERSEY NETS,240,20,64,1,5,27,45,7,32,7,3,6,13,28
WASHINGTON WIZARDS,240,34,83,5,18,22,35,13,39,24,6,5,8,30
