team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DETROIT PISTONS,240,34,84,6,15,20,30,19,26,19,10,7,12,13
GOLDEN STATE WARRIORS,240,35,85,11,32,7,10,13,27,19,6,6,14,22
UTAH JAZZ,240,40,84,4,9,15,17,17,22,32,7,2,13,24
HOUSTON ROCKETS,240,32,64,5,20,23,31,9,22,20,8,7,14,20
ATLANTA HAWKS,240,42,78,3,6,17,26,8,26,19,8,3,11,29
LOS ANGELES CLIPPERS,240,36,71,6,8,33,42,11,31,28,10,3,12,18
SEATTLE SUPERSONICS,240,25,85,6,23,17,21,18,28,13,6,2,15,25
MILWAUKEE BUCKS,240,41,81,3,7,14,18,10,38,24,5,9,11,18
CLEVELAND CAVALIERS,240,35,84,5,12,23,28,22,27,19,5,6,20,27
NEW JERSEY NETS,240,32,79,6,15,34,39,9,23,26,13,8,10,22
DENVER NUGGETS,240,29,70,3,10,33,36,11,28,16,13,8,17,24
NEW ORLEANS HORNETS,240,32,77,10,18,19,24,12,26,19,7,4,22,33
MIAMI HEAT,240,41,77,11,22,19,23,11,25,28,10,4,15,29
ORLANDO MAGIC,240,33,67,2,7,35,43,6,24,17,9,2,17,24
BOSTON CELTICS,265,42,95,7,18,29,36,17,38,17,10,11,15,27
PHOENIX SUNS,265,39,97,6,23,29,40,21,35,21,8,5,19,27
MINNESOTA TIMBERWOLVES,240,36,84,5,14,14,17,12,26,27,8,3,7,19
PORTLAND TRAIL BLAZERS,240,30,75,7,19,16,20,13,33,19,3,6,16,21
LOS ANGELES LAKERS,240,40,78,9,18,13,16,10,33,21,4,2,18,25
TORONTO RAPTORS,240,39,84,13,24,17,19,10,30,22,9,5,9,17
SACRAMENTO KINGS,240,40,81,10,22,20,29,11,33,26,11,4,13,26
WASHINGTON WIZARDS,240,40,86,10,24,18,33,12,33,23,8,3,14,20
