team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
BOSTON CELTICS,240,30,70,9,18,32,41,6,30,20,10,6,15,30
CHICAGO BULLS,240,33,81,10,25,21,35,13,34,18,7,4,20,32
PHILADELPHIA 76ERS,240,35,86,6,10,17,18,11,40,18,5,6,16,23
DALLAS MAVERICKS,240,33,90,4,15,19,25,14,36,18,8,15,10,21
NEW YORK KNICKS,240,26,72,1,10,8,15,7,27,15,6,3,15,17
DETROIT PISTONS,240,36,76,3,10,16,20,12,31,29,12,5,14,18
DENVER NUGGETS,240,32,64,1,2,30,34,8,31,21,13,5,20,19
INDIANA PACERS,240,30,83,9,25,19,23,15,26,23,12,7,16,24
GOLDEN STATE WARRIORS,240,34,77,8,20,9,13,11,23,23,7,5,14,25
LOS ANGELES CLIPPERS,240,36,83,6,15,18,22,21,33,23,6,5,12,18
ATLANTA HAWKS,240,31,73,7,14,14,19,12,24,17,5,3,13,18
MEMPHIS GRIZZLIES,240,37,80,4,16,6,12,16,28,20,8,4,12,22
NEW ORLEANS HORNETS,240,35,77,5,11,8,13,12,26,14,5,6,16,25
SAN ANTONIO SPURS,240,34,72,5,17,20,30,13,27,23,10,7,12,17
NEW JERSEY NETS,240,37,70,9,13,16,24,6,35,28,9,5,12,21
UTAH JAZZ,240,32,83,6,13,12,15,11,26,20,5,3,15,22
ORLANDO MAGIC,240,38,79,3,11,24,31,12,36,17,8,5,16,29
WASHINGTON WIZARDS,240,30,82,6,17,31,45,15,27,19,11,1,12,24
